# Pharos pharos.watch | Endpoint: scores-latest | As of: 2026-09-16T08:01:38.000Z | URL: https://pharos.watch/datasets/scores-latest/latest.csv | Methodology: safety-score v9.49 | dews v6.22 | liquidity v6.4 | Freshness: point-in-time sample; not guaranteed to track production freshness
stablecoinId,symbol,pegScore,safetyScore,safetyGrade,dewsScore,dewsBand,liquidityScore,coverageClass
dusd-alto,DUSD,,70,B,16,WATCH,40,primary
jpym-mento,JPYm,,70,B,0,CALM,40,primary
scrvusd-curve,scrvUSD,,70,B,,,58,mixed
pyusd-paypal,PYUSD,,69,B-,16,WATCH,69,mixed
usd3-reserve-protocol,USD3,,69,B-,,,72,mixed
susde-ethena,sUSDe,,69,B-,,,54,mixed
stcusd-cap,stcUSD,,69,B-,,,15,fallback
yousd-yield-optimizer,yoUSD,,69,B-,,,38,fallback
ousd-origin-protocol,OUSD,,68,B-,12,CALM,70,mixed
hchf-hedera-swiss-franc,HCHF,,68,B-,21,WATCH,40,fallback
eurcv-societe-generale-forge,EURCV,,68,B-,3,CALM,68,mixed
usn-noon,USN,,67,B-,14,CALM,60,mixed
fpi-frax,FPI,,67,B-,,,43,mixed
wm-m0,wM,,67,B-,10,CALM,68,primary
ousg-ondo-finance,OUSG,,67,B-,,,,unobserved
sgho-aave,sGHO,,67,B-,,,27,mixed
usdp-paxos,USDP,,66,B-,16,WATCH,63,mixed
uktbl-spiko,UKTBL,,66,B-,,,,unobserved
ylds-figure,YLDS,,65,B-,,,52,fallback
cadd-cad-digital,CADD,,65,B-,13,CALM,60,mixed
safo-spiko-usd,SAFO,,65,B-,,,,unobserved
eursafo-spiko,EURSAFO,,65,B-,,,,unobserved
ustbl-spiko,USTBL,,65,B-,,,,unobserved
eutbl-spiko,EUTBL,,65,B-,,,,unobserved
syrupusdc-maple,syrupUSDC,,65,B-,,,47,mixed
usyc-hashnote,USYC,,64,C+,,,,unobserved
usdgo-osl,USDGO,,64,C+,6,CALM,55,fallback
gusd-gemini,GUSD,,64,C+,30,WATCH,59,mixed
usdq-quantoz,USDQ,,64,C+,14,CALM,39,mixed
usdsc-startale,USDSC,,64,C+,7,CALM,45,mixed
usdnr-nerona,USDnr,,64,C+,7,CALM,46,fallback
europ-schuman,EUROP,,64,C+,18,WATCH,43,mixed
gbpm-mento,GBPm,,64,C+,6,CALM,51,primary
xofm-mento,XOFm,,64,C+,0,CALM,72,mixed
ghsm-mento,GHSm,,64,C+,8,CALM,73,mixed
steakusdt-steakhouse,steakUSDT,,64,C+,,,14,fallback
susdc-spark,spUSDC,,64,C+,,,,unobserved
steakusdc-steakhouse,steakUSDC,,64,C+,,,,unobserved
usdcx-movement,USDCx,,64,C+,0,CALM,46,fallback
usd0-usual,USD0,,63,C+,13,CALM,56,mixed
djed-coti,DJED,,63,C+,16,WATCH,50,fallback
susdt-spark,spUSDT,,63,C+,,,14,fallback
fdusd-first-digital,FDUSD,,62,C+,5,CALM,51,mixed
xdai-gnosis,xDAI,,62,C+,12,CALM,62,mixed
hbusdt-hyperbeat,hbUSDT,,62,C+,,,27,fallback
susdai-usd-ai,sUSDai,,61,C+,,,79,mixed
tusd-trueusd,TUSD,,60,C+,6,CALM,58,mixed
usdaf-asymmetry,USDaf,,60,C+,25,WATCH,59,mixed
myrc-blox,MYRC,,60,C+,22,WATCH,65,mixed
avusd-avant,avUSD,,59,C,11,CALM,45,mixed
usdat-saturn,USDAT,,59,C,6,CALM,66,mixed
jupusd-jupiter,JUPUSD,,59,C,24,WATCH,69,mixed
meusd-mezo,MUSD,,59,C,37,ALERT,61,mixed
cusd-celo,USDm,,59,C,7,CALM,64,mixed
ftusd-flying-tulip,ftUSD,,59,C,12,CALM,46,mixed
ussd-sonic-labs,USSD,,59,C,6,CALM,53,primary
brlm-mento,BRLm,,59,C,6,CALM,61,mixed
jpyc-jpyc,JPYC,,59,C,24,WATCH,63,mixed
audm-mento,AUDm,,59,C,19,WATCH,62,primary
copm-mento,COPm,,59,C,27,WATCH,34,fallback
kesm-mento,KESm,,59,C,8,CALM,58,mixed
spkcc-spiko,SPKCC,,59,C,,,,unobserved
xmd-metal-dollar,XMD,,59,C,21,WATCH,,unobserved
xusd-straitsx,XUSD,,58,C,5,CALM,61,mixed
money-defi-money,MONEY,,58,C,7,CALM,43,mixed
pusd-plume,pUSD,,58,C,12,CALM,40,fallback
usdp-parallel,USDp,,58,C,10,CALM,49,primary
vchf-vnx,VCHF,,58,C,35,WATCH,63,mixed
stkgho-umbrella-aave,stkGHO.v1,,58,C,,,14,fallback
fxsave-f-x-protocol,fxSAVE,,58,C,,,27,mixed
jtrsy-anemoy,JTRSY,,58,C,,,,unobserved
zsd-zephyr-protocol,ZSD,,58,C,24,WATCH,8,unobserved
eur0-usual,EUR0,,58,C,6,CALM,53,fallback
reusd-re-protocol,reUSD,,57,C,,,79,mixed
usx-solstice,USX,,57,C,21,WATCH,45,mixed
pathusd-bridge,pathUSD,,57,C,4,CALM,57,fallback
musd-metamask,MUSD,,57,C,7,CALM,71,mixed
usdpt-western-union,USDPT,,57,C,12,CALM,53,fallback
ctusd-citrea,ctUSD,,57,C,15,CALM,48,fallback
xusd-babelfish,XUSD,,57,C,21,WATCH,35,primary
ceur-celo,EURm,,57,C,39,ALERT,57,mixed
iauon-ondo,IAUon,,57,C,,,69,fallback
dola-inverse-finance,DOLA,,56,C,17,WATCH,53,mixed
honey-berachain,BUSD,,56,C,5,CALM,67,mixed
usdk-kast,USDK,,56,C,8,CALM,,unobserved
bc3m-backed,bC3M,,56,C,,,,unobserved
mxne-real-mxn,MXNe,,56,C,10,CALM,66,mixed
buidl-blackrock,BUIDL,,55,C,18,WATCH,,unobserved
frax-frax,FRAX,,55,C,31,WATCH,54,mixed
usdon-ondo,USDon,,55,C,8,CALM,22,fallback
usdu-unitas,USDU,,55,C,9,CALM,54,mixed
usdu-usdu-finance,USDU,,55,C,11,CALM,53,mixed
audd-novatti,AUDD,,55,C,21,WATCH,46,mixed
eurq-quantoz,EURQ,,55,C,26,WATCH,34,mixed
slvon-ondo,SLVon,,55,C,,,62,mixed
bib01-backed,bIB01,,55,C,,,,unobserved
syrupusdt-maple,syrupUSDT,,55,C,,,41,mixed
zys-zephyr-protocol,ZYS,,55,C,,,,unobserved
eure-monerium,EURE,,54,C-,9,CALM,60,mixed
sdola-inverse-finance,sDOLA,,54,C-,,,50,primary
brlv-crown,BRLV,,54,C-,13,CALM,23,fallback
usdf-falcon,USDf,,53,C-,16,WATCH,58,mixed
trusd-tori,trUSD,,53,C-,5,CALM,68,mixed
usdm-mega,USDM,,53,C-,20,WATCH,52,fallback
usdglo-glo,USDGLO,,53,C-,4,CALM,62,mixed
scusd-rings,SCUSD,,53,C-,10,CALM,56,mixed
tgbp-tokenised,tGBP,,53,C-,13,CALM,58,mixed
eurau-allunity,EURAU,,53,C-,13,CALM,67,mixed
aa-falconx-mev-capital,AA_FalconXUSDC,,53,C-,,,,unobserved
savusd-avant,savUSD,,53,C-,,,35,mixed
gbpsafo-spiko,GBPSAFO,,53,C-,,,,unobserved
satusd-river,satUSD,,52,C-,27,WATCH,33,fallback
iusd-initia,iUSD,,52,C-,6,CALM,43,fallback
nusd-nexus,NUSD,,52,C-,5,CALM,13,fallback
usdn-noble,USDN,,52,C-,10,CALM,,unobserved
audm-macropod,AUDM,,52,C-,10,CALM,60,mixed
brla-brla-digital,BRLA,,52,C-,17,WATCH,63,mixed
srusde-strata,srUSDe,,52,C-,,,15,fallback
hbd-hive,HBD,,52,C-,29,WATCH,,unobserved
mtbill-midas,mTBILL,,52,C-,,,24,fallback
mglobal-midas-fasanara,mGLOBAL,,52,C-,,,,unobserved
eurspkcc-spiko,EURSPKCC,,52,C-,,,,unobserved
audx-aussie-dollar-token,AUDX,,52,C-,6,CALM,50,fallback
stusd-stoneyield,stUSD,,52,C-,,,36,fallback
krwq-iq,KRWQ,,52,C-,20,WATCH,70,mixed
sbc-brale,SBC,,51,C-,11,CALM,44,mixed
dllr-sovryn,DLLR,,51,C-,33,WATCH,,unobserved
deuro-deuro,dEURO,,51,C-,0,CALM,14,fallback
qcad-stablecorp,QCAD,,51,C-,6,CALM,47,fallback
gldt-gold-dao,GLDT,,51,C-,27,WATCH,46,fallback
mre7yield-midas,mRe7YIELD,,51,C-,,,38,mixed
eearn-ember,eEARN,,51,C-,,,24,mixed
usdsui-sui,USDSUI,,50,C-,4,CALM,62,mixed
spusd-soulpeg,SPUSD,,50,C-,12,CALM,36,fallback
usdo-openeden,USDO,,50,C-,23,WATCH,17,primary
susd-solayer,sUSD,,50,C-,27,WATCH,36,fallback
gldy-streamex,GLDY,,50,C-,8,CALM,,unobserved
xagm-matrixdock,XAGm,,50,C-,20,WATCH,40,mixed
jaaa-janus-henderson-anemoy,JAAA,,50,C-,,,,unobserved
susn-noon,sUSN,,50,C-,,,53,mixed
xo-exodus,XO,,50,C-,8,CALM,,unobserved
dusd-dialectic,DUSD,,50,C-,,,42,mixed
usg-tangent,USG,,50,C-,21,WATCH,41,mixed
aznd-mu-digital,AZND,,49,D,27,WATCH,14,fallback
suiusde-sui,suiUSDe,,49,D,6,CALM,29,primary
vnxau-vnx,VNXAU,,49,D,17,WATCH,63,mixed
vbill-vaneck,VBILL,,49,D,,,,unobserved
acrdx-anemoy-apollo,ACRDX,,49,D,,,,unobserved
susd-hedgecore,sUSD,,49,D,11,CALM,34,fallback
witry-brix,wiTRY,,49,D,,,,unobserved
usd1-world-liberty-financial,USD1,,48,D,9,CALM,70,mixed
nusd-neutrl,NUSD,,48,D,20,WATCH,18,mixed
jpysc-sbi-startale,JPYSC,,48,D,7,CALM,,unobserved
acred-apollo-securitize,ACRED,,48,D,,,,unobserved
eurot-token-teknoloji,EUROT,,48,D,6,CALM,51,fallback
onyc-onre,ONyc,,48,D,,,64,mixed
bnusd-balanced,BNUSD,,47,D,27,WATCH,40,fallback
ggbr-goldfish-gold,GGBR,,47,D,33,WATCH,19,fallback
kag-kinesis,KAG,,47,D,19,WATCH,44,fallback
cusdo-openeden,cUSDO,,47,D,,,36,mixed
thbill-theo,thBILL,,47,D,,,49,mixed
chfau-allunity,CHFAU,,47,D,6,CALM,43,mixed
jpyt-dephaser,JPYT,,47,D,21,WATCH,60,mixed
rwausdi-multipli,rwaUSDi,,46,D,7,CALM,,unobserved
eusd-telcoin,eUSD,,46,D,2,CALM,65,primary
nxusd-nereus,NXUSD,,46,D,40,ALERT,14,mixed
fusd-finchain,FUSD,,46,D,9,CALM,,unobserved
euri-banking-circle,EURI,,46,D,5,CALM,30,mixed
xaum-matrixdock,XAUm,,46,D,26,WATCH,45,mixed
cash-phantom,CASH,,45,D,23,WATCH,38,mixed
dusd-standx,DUSD,,45,D,8,CALM,49,mixed
stac-securitize,STAC,,45,D,,,,unobserved
gbpe-monerium,GBPe,,45,D,17,WATCH,30,fallback
nbasis-nest,nBASIS,,45,D,,,15,fallback
usdkg-gold-dollar,USDKG,,44,D,12,CALM,29,mixed
reusd-resupply,REUSD,,44,D,26,WATCH,43,mixed
hollar-hydrated,HOLLAR,,44,D,35,WATCH,48,fallback
usdb-blast,USDB,,44,D,22,WATCH,52,fallback
bd-basedollar,BD,,44,D,23,WATCH,44,fallback
chfm-mento,CHFm,,44,D,23,WATCH,39,primary
usdd-tron-dao-reserve,USDD,,43,D,4,CALM,39,mixed
feusd-felix,FEUSD,,43,D,6,CALM,42,fallback
usbd-bima,USBD,,43,D,0,CALM,,unobserved
usp-pikudao,USP,,43,D,,,43,primary
dusd-dtrinity,dUSD,,43,D,27,WATCH,36,mixed
weusd-picwe,WEUSD,,43,D,16,WATCH,14,fallback
pgold-pleasing,PGOLD,,43,D,7,CALM,44,mixed
idrt-rupiah-token,IDRT,,43,D,9,CALM,21,fallback
u-united-stables,U,,42,D,2,CALM,56,mixed
eusd-electronic-usd,EUSD,,42,D,6,CALM,72,mixed
hyusd-hylo,HYUSD,,42,D,10,CALM,65,mixed
iusd-indigo-protocol,IUSD,,42,D,26,WATCH,44,fallback
usdn-smardex,USDN,,42,D,35,WATCH,,unobserved
nect-beraborrow,NECT,,42,D,23,WATCH,60,fallback
kau-kinesis,KAU,,42,D,14,CALM,42,fallback
inalpha-nest,inALPHA,,42,D,,,,unobserved
yusd-yieldfi,YUSD,,42,D,,,20,fallback
brl1-brl1,BRL1,,42,D,11,CALM,42,mixed
usdy-ondo-finance,USDY,,41,D,,,51,mixed
aid-gaib,AID,,41,D,4,CALM,31,fallback
isc-international-stable-currency,ISC,,41,D,,,62,fallback
susdd-tron-dao-reserve,sUSDD,,41,D,,,21,mixed
nopal-nest,nOPAL,,41,D,,,,unobserved
hlusd-hela,HLUSD,,41,D,35,WATCH,,unobserved
cgusd-cygnus-finance,cgUSD,,40,D,15,CALM,16,fallback
iusd-infinifi,IUSD,,40,D,6,CALM,47,primary
home-homecoin,HOME,,40,D,16,WATCH,28,mixed
cadc-cad-coin,CADC,,40,D,8,CALM,66,mixed
tryb-bilira,TRYB,,40,D,9,CALM,16,fallback
emxn-telcoin,eMXN,,40,D,11,CALM,65,mixed
gusd-gate,GUSD,,39,F,16,WATCH,45,fallback
moveusd-cfx,MOVEUSD,,39,F,24,WATCH,8,primary
usdf-astherus,USDF,,39,F,7,CALM,42,fallback
zeusd-zoth,ZeUSD,,39,F,5,CALM,14,fallback
uty-xsy,UTY,,39,F,8,CALM,41,fallback
usdz-anzen,USDz,,39,F,34,WATCH,63,mixed
usda-anzens,USDA,,39,F,5,CALM,46,fallback
usdm-monetrix,USDM,,39,F,7,CALM,51,fallback
wusd-worldwide,WUSD,,39,F,27,WATCH,14,fallback
cjpy-yamato,CJPY,,39,F,19,WATCH,62,mixed
pht-pht,PHT,,39,F,27,WATCH,16,fallback
wbrl-ripio,WBRL,,39,F,8,CALM,50,mixed
hlscope-hamilton-lane,HLSCOPE,,39,F,,,,unobserved
fusd-freedom-dollar,fUSD,,39,F,6,CALM,59,fallback
lvusd-leverup,LVUSD,,39,F,18,WATCH,51,fallback
xtusd-xt,XTUSD,,39,F,35,WATCH,,unobserved
lisusd-lista,LISUSD,,38,F,4,CALM,45,mixed
buck-bucket-protocol,BUCK,,38,F,7,CALM,70,mixed
btcusd-btcfi,BtcUSD,,38,F,20,WATCH,49,fallback
usdh-hubble,USDH,,38,F,11,CALM,54,fallback
nwisdom-nest,nWISDOM,,38,F,,,,unobserved
luausd-lumi-finance,LUAUSD,,38,F,,,17,primary
cdxusd-cod3x,cdxUSD,,37,F,34,WATCH,66,fallback
usdv-solomon,USDV,,37,F,24,WATCH,59,fallback
usdxl-last,USDXL,,37,F,24,WATCH,51,fallback
wcop-ripio,WCOP,,37,F,14,CALM,45,fallback
wmxn-ripio,WMXN,,37,F,17,WATCH,47,fallback
cgo-comtech,CGO,,37,F,6,CALM,14,fallback
dgld-gold-token-sa,DGLD,,37,F,12,CALM,38,mixed
sfrxusd-frax,sfrxUSD,,37,F,,,63,primary
zarp-zarp,ZARP,,37,F,22,WATCH,70,mixed
vusd-virtue,VUSD,,37,F,20,WATCH,43,fallback
fxd-fathom,FXD,,36,F,29,WATCH,27,fallback
usdq-quill,USDQ,,36,F,0,CALM,,unobserved
susd1plus-lorenzo,sUSD1+,,36,F,,,20,fallback
sdusd-dtrinity,sdUSD,,36,F,,,36,mixed
uusd-anything-labs,UUSD,,35,F,1,CALM,70,mixed
zkusd-goal3,zkUSD,,34,F,7,CALM,13,fallback
wclp-ripio,WCLP,,34,F,20,WATCH,41,fallback
wpen-ripio,WPEN,,34,F,17,WATCH,44,fallback
usdr-ring,USDR,,34,F,6,CALM,59,primary
asusdf-astherus,asUSDF,,33,F,,,43,fallback
said-gaib,sAID,,33,F,,,17,fallback
usda-alpha-partner,USDA,,32,F,23,WATCH,48,fallback
vcred-vcred,VCRED,,32,F,51,ALERT,26,mixed
brz-transfero,BRZ,,31,F,16,WATCH,56,mixed
cngn-compliant-naira,cNGN,,31,F,25,WATCH,55,mixed
usdm-moneta,USDM,,30,F,5,CALM,45,fallback
alusd-alchemix,ALUSD,,28,F,29,WATCH,58,mixed
zarm-mento,ZARm,,20,F,0,CALM,38,fallback
rusd-reservoir,rUSD,,19,F,5,CALM,29,fallback
euro3-3a-dao,EURO3,,19,F,26,WATCH,,unobserved
a7a5-old-vector,A7A5,,19,F,13,CALM,29,primary
cadm-mento,CADm,,19,F,8,CALM,37,fallback
yusd-aegis,YUSD,,18,F,3,CALM,55,mixed
usdh-hermetica,USDH,,18,F,8,CALM,,unobserved
audf-forte,AUDF,,18,F,19,WATCH,46,mixed
autousd-auto-finance,autoUSD,,17,F,,,,unobserved
usdx-hex-trust,USDX,,15,F,27,WATCH,25,mixed
syusd-aegis,sYUSD,,14,F,,,14,fallback
srusd-reservoir,srUSD,,13,F,,,,unobserved
eurs-stasis,EURS,,12,F,28,WATCH,49,mixed
wsrusd-reservoir,wsrUSD,,11,F,,,14,fallback
usdx-kava,USDX,,10,F,27,WATCH,,unobserved
mai-qidao,MAI,,8,F,38,ALERT,55,mixed
apxusd-apyx,apxUSD,,0,F,27,WATCH,75,mixed
usda-avalon,USDA,,0,F,22,WATCH,23,fallback
pmusd-precious-metals,pmUSD,,0,F,35,WATCH,31,mixed
msusd-metronome,MSUSD,,0,F,35,WATCH,64,mixed
uusd-youves,UUSD,,0,F,30,WATCH,,unobserved
apyusd-apyx,apyUSD,,0,F,,,77,mixed
214,USDX,,,,,,,
430,SOFID,,,,,,,
153,BUSD,,,,,,,
17,HUSD,,,,,,,
21,FLEXUSD,,,,,,,
328,MUST,,,,,,,
398,USDV,,,,,,,
315,USPD,,,,,,,
susd-synthetix,SUSD,,,,,,53,mixed
97,USP,,,,,,,
442,USDx,,,,,,,
yzusd-yuzu,YZUSD,,,NR,8,CALM,42,mixed
284,MNEE,,,,,,,
msusd-main-street,MSUSD,,,,,,36,mixed
4,BUSD,,,,,,,
67,BEAN,,,,,,,
439,USDB,,,,,,,
410,USDU,,,,,,,
185,GYD,,,,,,,
268,YU,,,,,,,
usx-dforce,USX,,,,,,24,mixed
85,USDR,,,,,,,
63,FUSD,,,,,,,
31,USDS,,,,,,,
29,TOR,,,,,,,
411,USDSM,,,,,,,
13,YUSD,,,,,,,
115,R,,,,,,,
232,PINTO,,,,,,,
308,D,,,,,,,
244,USDL,,,,,,,
rusd-royal-dollar,RUSD,,,,,,,unobserved
usdh-native-markets,USDH,,,,,,54,fallback
usdr-stablr,USDR,,,,,,47,fallback
12,USDN,,,,,,,
391,USDST,,,,,,,
89,XAI,,,,,,,
16,PAI,,,,,,,
435,USDR,,,,,,,
9,FEI,,,,,,,
314,PUSD,,,,,,,
26,MUSD,,,,,,,
dusd-fluid,DUSD,,,,,,,unobserved
440,DLUSD,,,,,,,
45,aSEED,,,,,,,
33,USDP,,,,,,,
236,syUSD,,,,,,,
397,beatUSD,,,,,,,
28,VAI,,,,,,,
426,USD+,,,,,,,
425,FUSD,,,,,,,
76,USDI,,,,,,,
83,USDW,,,,,,,
54,USN,,,,,,,
132,USDM,,,,,,,
378,USDso,,,,,,,
mim-abracadabra,MIM,,,,,,69,mixed
152,USDL,,,,,,,
78,NOTE,,,,,,,
432,rwaUSD,,,,,,,
441,FRNT,,,,,,,
107,CZUSD,,,,,,,
92,PINA,,,,,,,
192,USDA,,,,,,,
349,USP,,,,,,,
341,PUSD,,,,,,,
293,BNBUSD,,,,,,,
125,eUSD(v2),,,,,,,
usr-resolv,USR,,,,,,33,fallback
72,KUSD,,,,,,,
46,USD+,,,,,,,
211,THUSD,,,,,,,
175,PXDC,,,,,,,
285,GGUSD,,,,,,,
32,USDS,,,,,,,
419,elUSD,,,,,,,
27,USDK,,,,,,,
143,USDV,,,,,,,
333,mantraUSD,,,,,,,
58,3USD,,,,,,,
431,USDV,,,,,,,
229,LVLUSD,,,,,,,
180,BREAD,,,,,,,
323,KEI,,,,,,,
198,aUSD,,,,,,,
171,HAI,,,,,,,
181,zunUSD,,,,,,,
64,UXD,,,,,,,
206,CASH,,,,,,,
116,GRAI,,,,,,,
48,BAI,,,,,,,
174,rUSD,,,,,,,
191,bitUSD,,,,,,,
126,mkUSD,,,,,,,
112,USDT+,,,,,,,
164,USDCB,,,,,,,
ist-agoric,IST,,,,,,,unobserved
25,RSV,,,,,,,
227,BOLD,,,,,,,
38,STBL,,,,,,,
73,USDTZ,,,,,,,
68,USDL,,,,,,,
130,SVUSD,,,,,,,
59,SIGUSD,,,,,,,
248,USDFC,,,,,,,
34,USDB,,,,,,,
337,USE,,,,,,,
104,DUSD,,,,,,,
311,IAUSD,,,,,,,
43,ZUSD,,,,,,,
144,HYUSD,,,,,,,
124,peUSD,,,,,,,
233,USDS,,,,,,,
109,EUSD,,,,,,,
374,phUSD,,,,,,,
149,USDS,,,,,,,
142,HYDT,,,,,,,
184,WEN,,,,,,,
82,ARUSD,,,,,,,
71,VST,,,,,,,
394,invUSD,,,,,,,
148,MyUSD,,,,,,,
188,USC,,,,,,,
123,STAR,,,,,,,
438,UST1,,,,,,,
260,VUSD,,,,,,,
117,ERN,,,,,,,
99,CASH,,,,,,,
201,HEXDC,,,,,,,
264,USDE,,,,,,,
294,USDA+,,,,,,,
357,BYC,,,,,,,
90,RUSD,,,,,,,
57,USH,,,,,,,
364,WAD,,,,,,,
96,CUSD,,,,,,,
usnd-nerite,USND,,,,,,42,fallback
243,csUSDL,,,,,,,
74,MONEY,,,,,,,
433,HRUSD,,,,,,,
212,MOD,,,,,,,
207,DYAD,,,,,,,
138,eUSD,,,,,,,
37,USDJ,,,,,,,
94,BAOUSD,,,,,,,
114,clevUSD,,,,,,,
100,DSU,,,,,,,
222,PAUSD,,,,,,,
84,BOB,,,,,,,
ebusd-ebisu,EBUSD,,,,,,35,mixed
111,DAI+,,,,,,,
177,UNO,,,,,,,
276,USH,,,,,,,
338,FUSD,,,,,,,
169,GAI,,,,,,,
196,USC,,,,,,,
189,btcUSD,,,,,,,
163,ULTRA,,,,,,,
267,MEAD,,,,,,,
208,DCKUSD,,,,,,,
190,rgUSD,,,,,,,
259,MSD,,,,,,,
102,ANONUSD,,,,,,,
193,USC,,,,,,,
62,PUSD,,,,,,,
301,JUSD,,,,,,,
128,NEX,,,,,,,
81,USK,,,,,,,
223,XY,,,,,,,
61,FIAT,,,,,,,
87,USDI,,,,,,,
187,KNOX,,,,,,,
273,USDaf,,,,,,,
403,BPD,,,,,,,
usdk-orki,USDK,,,,,,,unobserved
279,paraUSD,,,,,,,
396,USDeAD,,,,,,,
330,xpUSD,,,,,,,
kusd-kerne,kUSD,,,,,,,
345,USDU,,,,,,,
150,SCB,,,,,,,
318,litUSD,,,,,,,
121,sLSD,,,,,,,
108,d2O,,,,,,,
134,CASH,,,,,,,
395,FUSD,,,,,,,
203,cUSD,,,,,,,
320,USDR,,,,,,,
375,USDMO,,,,,,,
210,DEUSD,,,,,,,
ust-terra,USTC,,,,,,,
39,VOLT,,,,,,,
40,RAI,,,,,,,
41,FLOAT,,,,,,,
49,EURT,,,,,,,
53,SEUR,,,,,,,
55,EURA,,,,,,,
56,PAR,,,,,,,
91,IBEUR,,,,,,,
euroe-membrane,EUROe,,,,,,41,fallback
105,DCHF,,,,,,,
silk-shade-protocol,SILK,,,,,,,unobserved
gyen-gyen,GYEN,,,,,,40,mixed
127,LCNY,,,,,,,
131,UAHT,,,,,,,
133,NARS,,,,,,,
137,CDT,,,,,,,
139,eEUR,,,,,,,
140,eGBP,,,,,,,
aeur-anchored-coins,AEUR,,,,,,43,fallback
158,VEUR,,,,,,,
161,EURD,,,,,,,
167,fETH,,,,,,,
182,zunETH,,,,,,,
eurr-stablr,EURR,,,,,,33,mixed
280,CNHT,,,,,,,
281,MXNT,,,,,,,
vgbp-vnx,VGBP,,,,,,25,mixed
351,RUBT,,,,,,,
352,BRTH,,,,,,,
359,PHPm,,,,,,,
369,NGNm,,,,,,,
wars-argentine-peso,WARS,,,NR,21,WATCH,49,mixed
392,EURW,,,,,,,
393,haEUR,,,,,,,
399,GBPA,,,,,,,
412,MYRT,,,,,,,
reur-royal-euro,REUR,,,,,,,unobserved
428,KRWQ,,,,,,,
429,KRW1,,,,,,,
436,EURR,,,,,,,
437,HKDAP,,,,,,,
buck-buck-assets,BUCK,,,,,,,unobserved
msy-main-street,msY,,,,,,30,primary
ausdt-tether-alloy,aUSD₮,,,,,,25,primary
jpyc-jpyc-v1,JPYC,,,,,,22,primary
wemix-dollar-wemix,WEMIX$,,,,,,,unobserved
syzusd-yuzu,syzUSD,,,NR,,,38,primary
mf-one-midas,mF-ONE,,,NR,,,,unobserved
mhyper-midas,mHYPER,,,NR,,,14,fallback
mmev-midas,mMEV,,,NR,,,37,fallback
mapollo-midas,mAPOLLO,,,NR,,,14,fallback
axcnh-anchorx,AxCNH,,,NR,6,CALM,39,fallback
kgst-kyrgyz-som,KGST,,,NR,16,WATCH,32,fallback
