# Pharos pharos.watch | Endpoint: scores-latest | As of: 2026-05-16T21:20:16.676Z | URL: https://pharos.watch/datasets/scores-latest/latest.csv | Methodology: safety-score v7.25 | dews v6.0 | liquidity v5.6 | Freshness: point-in-time sample; not guaranteed to track production freshness
stablecoinId,symbol,pegScore,safetyScore,safetyGrade,dewsScore,dewsBand,liquidityScore,coverageClass
vchf-vnx,VCHF,100,70,B,9,CALM,70,mixed
euro3-3a-dao,EURO3,100,,NR,26,WATCH,,unobserved
cjpy-yamato,CJPY,100,,NR,20,WATCH,55,mixed
brlm-mento,BRLm,100,,NR,11,CALM,61,mixed
eurcv-societe-generale-forge,EURCV,100,70,B,4,CALM,61,primary
xsgd-straitsx,XSGD,100,77,B+,2,CALM,81,mixed
vgbp-vnx,VGBP,100,,NR,19,WATCH,55,mixed
eurau-allunity,EURAU,100,66,B-,4,CALM,57,mixed
euri-banking-circle,EURI,100,63,C+,1,CALM,38,mixed
audm-macropod,AUDM,100,67,B-,12,CALM,51,mixed
gbpm-mento,GBPm,100,,NR,17,WATCH,54,primary
cadm-mento,CADm,100,,NR,21,WATCH,54,mixed
audm-mento,AUDm,100,,NR,14,CALM,58,primary
copm-mento,COPm,100,,NR,12,CALM,63,mixed
jpym-mento,JPYm,100,,NR,12,CALM,56,primary
brla-brla-digital,BRLA,100,61,C+,14,CALM,59,mixed
kesm-mento,KESm,100,,NR,8,CALM,71,mixed
zarm-mento,ZARm,100,,NR,9,CALM,74,mixed
chfm-mento,CHFm,100,,NR,11,CALM,54,mixed
xofm-mento,XOFm,100,,NR,7,CALM,76,mixed
ghsm-mento,GHSm,100,,NR,7,CALM,81,mixed
wars-argentine-peso,WARS,100,48,D,29,WATCH,36,mixed
wbrl-ripio,WBRL,100,,NR,29,WATCH,32,fallback
wclp-ripio,WCLP,100,,NR,24,WATCH,25,fallback
wcop-ripio,WCOP,100,,NR,10,CALM,31,fallback
wmxn-ripio,WMXN,100,,NR,18,WATCH,32,fallback
wpen-ripio,WPEN,100,,NR,0,CALM,,unobserved
cadd-cad-digital,CADD,100,,NR,,,,unobserved
gldy-streamex,GLDY,100,56,C,3,CALM,,unobserved
vnxau-vnx,VNXAU,100,72,B,11,CALM,66,mixed
gramg-token-teknoloji,GRAMG,100,,NR,,,42,fallback
xagm-matrixdock,XAGm,100,57,C,21,WATCH,31,fallback
grams-token-teknoloji,GRAMS,100,,NR,,,42,fallback
pc0000031-tradable,PC0000031,100,49,D,7,CALM,,unobserved
pc0000033-tradable,PC0000033,100,49,D,7,CALM,,unobserved
pc0000101-tradable,PC0000101,100,49,D,7,CALM,,unobserved
pc0000089-tradable,PC0000089,100,49,D,7,CALM,,unobserved
bfusd-binance,BFUSD,100,46,D,1,CALM,46,fallback
susdai-usd-ai,sUSDai,100,60,C+,,,75,mixed
stcusd-cap,stcUSD,100,28,F,,,15,fallback
asusdf-astherus,asUSDF,100,44,D,,,,unobserved
usdkg-gold-dollar,USDKG,100,66,B-,11,CALM,65,primary
pusd-polymarket,PUSD,100,61,C+,19,WATCH,37,fallback
xdai-gnosis,xDAI,100,65,B-,15,CALM,65,mixed
usdon-ondo,USDon,100,53,C-,1,CALM,19,fallback
brlv-crown,BRLV,100,54,C-,1,CALM,29,fallback
reur-royal-euro,REUR,100,67,B-,4,CALM,59,fallback
hbd-hive,HBD,100,63,C+,41,ALERT,,unobserved
sbold-k3-capital,sBOLD,100,77,B+,,,,unobserved
ybold-yearn,yBOLD,100,77,B+,,,,unobserved
rusd-royal-dollar,RUSD,100,57,C,0,CALM,63,fallback
usdr-ring,USDR,100,,NR,6,CALM,51,primary
syzusd-yuzu,syzUSD,100,27,F,,,31,primary
usdsc-startale,USDSC,100,56,C,6,CALM,37,fallback
wm-m0,wM,100,67,B-,8,CALM,77,primary
usdat-saturn,USDat,100,69,B-,11,CALM,77,mixed
usdk-kast,USDK,100,58,C,35,WATCH,,unobserved
xo-exodus,XO,100,67,B-,35,WATCH,,unobserved
dusd-alto,DUSD,100,,NR,8,CALM,75,primary
jpyc-jpyc-v1,JPYC,100,60,C+,6,CALM,38,mixed
kgst-kyrgyz-som,KGST,100,64,C+,20,WATCH,57,fallback
audf-forte,AUDF,100,73,B,21,WATCH,67,mixed
gbpe-monerium,GBPe,100,,NR,14,CALM,,unobserved
audx-aussie-dollar-token,AUDX,100,49,D,35,WATCH,14,fallback
chfau-allunity,CHFAU,100,64,C+,0,CALM,,unobserved
qcad-stablecorp,QCAD,100,,NR,7,CALM,,unobserved
eusd-telcoin,eUSD,100,68,B-,3,CALM,54,primary
fusd-freedom-dollar,FUSD,100,59,C,6,CALM,45,fallback
spusd-soulpeg,spUSD,100,48,D,18,WATCH,26,fallback
uusd-anything-labs,UUSD,100,50,C-,0,CALM,,unobserved
jusd-jusd-stable-token,JUSD,100,55,C,1,CALM,39,fallback
jusd-juicedollar,JUSD,100,,NR,6,CALM,51,fallback
apyusd-apyx,apyUSD,100,49,D,,,66,mixed
vusd-virtue,VUSD,100,53,C-,22,WATCH,,unobserved
lvusd-leverup,lvUSD,100,49,D,22,WATCH,41,fallback
xmd-metal-dollar,XMD,100,,NR,14,CALM,,unobserved
hlusd-hela,HLUSD,100,,NR,5,CALM,8,unobserved
money-defi-money,MONEY,100,47,D,36,ALERT,15,fallback
cdxusd-cod3x,cdxUSD,100,50,C-,3,CALM,23,fallback
cdp-enosys,CDP,100,50,C-,35,WATCH,,unobserved
vcred-vcred,vCRED,100,47,D,9,CALM,37,primary
susd-hedgecore,SUSD,100,51,C-,17,WATCH,29,fallback
xtusd-xt,XTUSD,100,41,D,7,CALM,,unobserved
wemix-dollar-wemix,WEMIX$,100,59,C,30,WATCH,,unobserved
ussd-sonic-labs,USSD,100,55,C,16,WATCH,58,mixed
usg-tangent,USG,100,71,B,6,CALM,55,primary
ftusd-flying-tulip,ftUSD,100,,NR,7,CALM,,unobserved
idrx-idrx,IDRX,100,61,C+,16,WATCH,59,mixed
cngn-compliant-naira,cNGN,100,54,C-,15,CALM,36,mixed
mxnb-juno,MXNB,100,67,B-,17,WATCH,58,mixed
brl1-brl1,BRL1,100,54,C-,1,CALM,45,mixed
myrc-blox,MYRC,100,64,C+,6,CALM,60,primary
krwq-iq,KRWQ,100,61,C+,16,WATCH,73,mixed
eur0-usual,EUR0,100,,NR,8,CALM,,unobserved
emxn-telcoin,eMXN,100,,NR,31,WATCH,59,mixed
hchf-hedera-swiss-franc,HCHF,100,,NR,13,CALM,,unobserved
eurot-token-teknoloji,EUROT,100,,NR,2,CALM,54,fallback
mxne-real-mxn,MXNe,100,,NR,17,WATCH,66,mixed
jpyt-dephaser,JPYT,100,,NR,11,CALM,39,fallback
sofid-sofi,SOFID,100,64,C+,0,CALM,,unobserved
usdt-tether,USDT,99,70,B,16,WATCH,65,mixed
usd1-world-liberty-financial,USD1,99,68,B-,14,CALM,55,mixed
usde-ethena,USDe,99,58,C,14,CALM,63,mixed
pyusd-paypal,PYUSD,99,80,A-,9,CALM,81,mixed
usdtb-ethena,USDTB,99,58,C,5,CALM,62,primary
rwausdi-multipli,rwaUSDi,99,57,C,7,CALM,,unobserved
gusd-gate,GUSD,99,49,D,18,WATCH,42,fallback
ausd-agora,AUSD,99,77,B+,6,CALM,86,mixed
nusd-neutrl,NUSD,99,64,C+,9,CALM,60,primary
frxusd-frax,FRXUSD,99,70,B,22,WATCH,76,mixed
cash-phantom,CASH,99,63,C+,20,WATCH,60,primary
dusd-standx,DUSD,99,43,D,23,WATCH,42,mixed
avusd-avant,avUSD,99,44,D,32,WATCH,40,mixed
usdh-native-markets,USDH,99,60,C+,25,WATCH,46,fallback
usdu-unitas,USDU,99,57,C,24,WATCH,38,primary
jupusd-jupiter,JUPUSD,99,54,C-,23,WATCH,61,primary
usdn-noble,USDN,99,62,C+,15,CALM,,unobserved
usdu-usdu-finance,USDU,99,54,C-,12,CALM,31,mixed
usdp-parallel,USDp,99,69,B-,5,CALM,68,mixed
scusd-rings,SCUSD,99,55,C,4,CALM,50,mixed
zchf-frankencoin,ZCHF,99,67,B-,6,CALM,67,mixed
susdt-spark,spUSDT,99,47,D,,,13,fallback
steakusdt-steakhouse,steakUSDT,99,43,D,,,13,fallback
srusde-strata,srUSDe,99,34,F,,,33,mixed
susde-ethena,sUSDe,99,43,D,,,51,mixed
susd1plus-lorenzo,sUSD1+,99,38,F,,,,unobserved
sfrxusd-frax,sfrxUSD,99,64,C+,,,54,mixed
savusd-avant,savUSD,99,33,F,,,45,mixed
hbusdt-hyperbeat,hbUSDT,99,46,D,,,29,fallback
fdusd-first-digital,FDUSD,98,56,C,23,WATCH,28,mixed
fxusd-f-x-protocol,fxUSD,98,69,B-,17,WATCH,66,primary
usdp-paxos,USDP,98,74,B,14,CALM,64,mixed
musd-metamask,MUSD,98,67,B-,0,CALM,64,mixed
eure-monerium,EURE,98,68,B-,13,CALM,55,mixed
eurr-stablr,EURR,98,68,B-,1,CALM,54,fallback
fxsave-f-x-protocol,fxSAVE,98,48,D,,,21,mixed
eurq-quantoz,EURQ,98,55,C,16,WATCH,25,mixed
deuro-deuro,DEURO,98,65,B-,3,CALM,64,mixed
usda-alpha-partner,USDA,98,53,C-,31,WATCH,,unobserved
usdf-falcon,USDf,97,63,C+,16,WATCH,57,mixed
rlusd-ripple,RLUSD,97,73,B,6,CALM,70,mixed
usd0-usual,USD0,97,53,C-,21,WATCH,50,mixed
crvusd-curve,crvUSD,97,77,B+,24,WATCH,77,mixed
xusd-straitsx,XUSD,97,65,B-,6,CALM,38,mixed
uty-xsy,UTY,97,38,F,4,CALM,34,fallback
usdcv-societe-generale-forge,USDCV,97,67,B-,12,CALM,55,primary
europ-schuman,EUROP,97,66,B-,6,CALM,50,mixed
pht-pht,PHT,97,39,F,15,CALM,15,fallback
tgbp-tokenised,tGBP,97,65,B-,13,CALM,57,mixed
paxg-paxos,PAXG,97,73,B,16,WATCH,61,mixed
scrvusd-curve,scrvUSD,97,74,B,,,72,mixed
dusd-dtrinity,dUSD,97,56,C,17,WATCH,46,primary
axcnh-anchorx,AxCNH,97,59,C,1,CALM,,unobserved
busd0-usual,bUSD0,97,51,C-,,,39,mixed
usds-sky,USDS,96,75,B+,5,CALM,74,mixed
dai-makerdao,DAI,96,77,B+,16,WATCH,63,mixed
tusd-trueusd,TUSD,96,60,C+,15,CALM,43,mixed
usx-solstice,USX,96,57,C,12,CALM,58,mixed
sbc-brale,SBC,96,66,B-,15,CALM,49,mixed
hollar-hydrated,HOLLAR,96,53,C-,14,CALM,59,fallback
usdr-stablr,USDR,96,56,C,17,WATCH,20,primary
usdglo-glo,USDGLO,96,70,B,6,CALM,61,mixed
susds-sky,sUSDS,96,65,B-,,,49,mixed
stusds-sky,stUSDS,96,61,C+,,,42,mixed
sdai-sky,sDAI,96,73,B,,,67,mixed
ausdt-tether-alloy,aUSD₮,96,44,D,10,CALM,25,primary
frax-frax,FRAX,95,59,C,22,WATCH,54,mixed
msusd-main-street,MSUSD,95,62,C+,13,CALM,57,primary
gusd-gemini,GUSD,95,63,C+,14,CALM,35,mixed
usn-noon,USN,95,59,C,5,CALM,58,primary
ousd-origin-protocol,OUSD,95,67,B-,11,CALM,75,mixed
xaut-tether,XAUT,95,73,B,15,CALM,71,mixed
xaum-matrixdock,XAUm,95,50,C-,41,ALERT,13,mixed
susn-noon,sUSN,95,49,D,,,57,primary
msy-main-street,msY,95,39,F,,,41,mixed
ggbr-goldfish-gold,GGBR,94,44,D,4,CALM,27,fallback
usdc-circle,USDC,93,76,B+,8,CALM,75,mixed
susdc-spark,spUSDC,93,60,C+,,,,unobserved
gtusdcp-gauntlet,gtUSDCp,93,47,D,,,18,mixed
gtusdc-gauntlet,gtUSDC,93,47,D,,,17,fallback
yvusdc-yearn,yvUSDC-1,93,45,D,,,13,fallback
steakusdc-steakhouse,steakUSDC,93,55,C,,,,unobserved
aa-falconx-mev-capital,AA_FalconXUSDC,93,52,C-,,,,unobserved
yusd-yieldfi,YUSD,93,47,D,,,20,fallback
cgo-comtech,CGO,92,63,C+,17,WATCH,43,fallback
kag-kinesis,KAG,92,62,C+,34,WATCH,42,fallback
pgold-pleasing,PGOLD,91,55,C,16,WATCH,40,mixed
usdd-tron-dao-reserve,USDD,90,54,C-,8,CALM,48,mixed
yusd-aegis,YUSD,90,49,D,10,CALM,47,mixed
susdd-tron-dao-reserve,sUSDD,90,32,F,,,13,primary
syusd-aegis,sYUSD,90,23,F,,,13,fallback
eusd-electronic-usd,EUSD,89,69,B-,12,CALM,83,mixed
feusd-felix,FEUSD,89,66,B-,2,CALM,45,fallback
kau-kinesis,KAU,88,61,C+,40,ALERT,43,fallback
cusd-celo,USDm,87,57,C,1,CALM,73,mixed
ceur-celo,EURm,87,57,C,30,WATCH,63,mixed
gho-aave,GHO,84,75,B+,17,WATCH,77,mixed
buck-bucket-protocol,BUCK,84,58,C,1,CALM,59,mixed
honey-berachain,HONEY,84,45,D,7,CALM,62,mixed
eurc-circle,EURC,84,73,B,14,CALM,75,mixed
sgho-aave,sGHO,84,56,C,,,27,mixed
stkgho-umbrella-aave,stkGHO.v1,84,46,D,,,14,fallback
usdg-paxos,USDG,83,71,B,19,WATCH,69,mixed
aid-gaib,AID,83,46,D,28,WATCH,17,mixed
said-gaib,sAID,83,24,F,,,18,fallback
usdo-openeden,USDO,81,44,D,23,WATCH,31,mixed
meusd-mezo,MUSD,81,51,C-,17,WATCH,53,mixed
cusdo-openeden,cUSDO,81,42,D,,,56,mixed
pusd-plume,pUSD,80,42,D,22,WATCH,14,fallback
lisusd-lista,LISUSD,79,56,C,35,WATCH,27,mixed
cgusd-cygnus-finance,cgUSD,79,53,C-,11,CALM,,unobserved
msusd-metronome,MSUSD,79,64,C+,12,CALM,82,mixed
ebusd-ebisu,EBUSD,79,55,C,16,WATCH,61,primary
xnk-kinka,XNK,79,52,C-,1,CALM,38,fallback
dola-inverse-finance,DOLA,78,67,B-,24,WATCH,44,mixed
lusd-liquity,LUSD,76,84,A,16,WATCH,54,mixed
audd-novatti,AUDD,76,60,C+,8,CALM,51,mixed
mim-abracadabra,MIM,75,60,C+,14,CALM,67,mixed
idrt-rupiah-token,IDRT,72,46,D,19,WATCH,24,fallback
usda-avalon,USDA,71,42,D,36,ALERT,16,mixed
usdb-blast,USDB,67,50,C-,36,ALERT,29,fallback
btcusd-btcfi,BtcUSD,66,43,D,21,WATCH,,unobserved
satusd-river,satUSD,65,48,D,13,CALM,32,fallback
nect-beraborrow,NECT,62,41,D,34,WATCH,52,fallback
usdaf-asymmetry,USDaf,61,62,C+,29,WATCH,56,primary
usda-anzens,USDA,60,52,C-,9,CALM,,unobserved
weusd-picwe,WEUSD,60,31,F,16,WATCH,17,fallback
tryb-bilira,TRYB,60,44,D,41,ALERT,30,primary
reusd-resupply,REUSD,59,49,D,19,WATCH,55,mixed
jpyc-jpyc,JPYC,55,43,D,38,ALERT,21,fallback
dgld-gold-token-sa,DGLD,53,44,D,8,CALM,30,mixed
usdz-anzen,USDz,52,40,D,19,WATCH,51,mixed
aeur-anchored-coins,AEUR,52,47,D,10,CALM,42,fallback
a7a5-old-vector,A7A5,52,33,F,13,CALM,35,primary
zarp-zarp,ZARP,48,49,D,10,CALM,55,mixed
alusd-alchemix,ALUSD,45,41,D,33,WATCH,42,mixed
brz-transfero,BRZ,45,43,D,16,WATCH,44,mixed
usdx-hex-trust,USDX,43,40,D,12,CALM,26,mixed
eurs-stasis,EURS,43,48,D,30,WATCH,51,mixed
cadc-cad-coin,CADC,35,48,D,3,CALM,77,primary
mai-qidao,MAI,32,38,F,38,ALERT,55,mixed
usdm-moneta,USDM,20,33,F,10,CALM,,unobserved
gyen-gyen,GYEN,17,31,F,20,WATCH,36,mixed
pmusd-precious-metals,pmUSD,1,5,F,42,ALERT,20,mixed
susd-synthetix,SUSD,0,0,F,35,WATCH,38,mixed
uusd-youves,UUSD,0,0,F,34,WATCH,,unobserved
usyc-hashnote,USYC,,64,C+,,,,unobserved
usdy-ondo-finance,USDY,,59,C,,,36,mixed
ylds-figure,YLDS,,70,B,,,51,primary
153,BUSD,,,,,,,
reusd-re-protocol,reUSD,,63,C+,,,70,mixed
21,FLEXUSD,,,,,,,
328,MUST,,,,,,,
tbill-openeden,TBILL,,72,B,,,,unobserved
moveusd-cfx,MOVEUSD,,,NR,21,WATCH,22,primary
315,USPD,,,,,,,
210,DEUSD,,,,,,,
97,USP,,,,,,,
4,BUSD,,,,,,,
67,BEAN,,,,,,,
12,USDN,,,,,,,
268,YU,,,,,,,
185,GYD,,,,,,,
63,FUSD,,,,,,,
31,USDS,,,,,,,
29,TOR,,,,,,,
usp-pikudao,USP,,55,C,,,43,primary
85,USDR,,,,,,,
13,YUSD,,,,,,,
214,USDX,,,,,,,
115,R,,,,,,,
232,PINTO,,,,,,,
308,D,,,,,,,
244,USDL,,,,,,,
17,HUSD,,,,,,,
aznd-mu-digital,AZND,,58,C,,,45,primary
usd3-reserve-protocol,USD3,,66,B-,,,55,primary
iusd-initia,iUSD,,,NR,0,CALM,,unobserved
16,PAI,,,,,,,
9,FEI,,,,,,,
26,MUSD,,,,,,,
usr-resolv,USR,,0,F,35,WATCH,33,fallback
314,PUSD,,,,,,,
dusd-fluid,DUSD,,,NR,6,CALM,26,fallback
33,USDP,,,,,,,
28,VAI,,,,,,,
356,USSD,,,,,,,
236,syUSD,,,,,,,
152,USDL,,,,,,,
386,USDPT,,,,,,,
83,USDW,,,,,,,
224,dUSD,,,,,,,
54,USN,,,,,,,
132,USDM,,,,,,,
usdn-smardex,USDN,,63,C+,,,,unobserved
usdh-hubble,USDH,,,NR,31,WATCH,33,primary
192,USDA,,,,,,,
78,NOTE,,,,,,,
zkusd-goal3,zkUSD,,,NR,7,CALM,,unobserved
bnusd-balanced,BNUSD,,,NR,6,CALM,13,fallback
390,FUSD,,,,,,,
92,PINA,,,,,,,
107,CZUSD,,,,,,,
usdxl-last,USDXL,,,NR,12,CALM,44,mixed
43,ZUSD,,,,,,,
100,DSU,,,,,,,
175,PXDC,,,,,,,
81,USK,,,,,,,
341,PUSD,,,,,,,
366,DUSD,,,,,,,
32,USDS,,,,,,,
46,USD+,,,,,,,
125,eUSD(v2),,,,,,,
293,BNBUSD,,,,,,,
211,THUSD,,,,,,,
171,HAI,,,,,,,
285,GGUSD,,,,,,,
198,aUSD,,,,,,,
229,LVLUSD,,,,,,,
378,USDso,,,,,,,
27,USDK,,,,,,,
143,USDV,,,,,,,
333,mantraUSD,,,,,,,
58,3USD,,,,,,,
72,KUSD,,,,,,,
180,BREAD,,,,,,,
188,USC,,,,,,,
116,GRAI,,,,,,,
217,rUSD,,,,,,,
206,CASH,,,,,,,
227,BOLD,,,,,,,
181,zunUSD,,,,,,,
64,UXD,,,,,,,
174,rUSD,,,,,,,
191,bitUSD,,,,,,,
126,mkUSD,,,,,,,
112,USDT+,,,,,,,
164,USDCB,,,,,,,
73,USDTZ,,,,,,,
48,BAI,,,,,,,
ist-agoric,IST,,,NR,8,CALM,,unobserved
59,SIGUSD,,,,,,,
25,RSV,,,,,,,
45,aSEED,,,,,,,
38,STBL,,,,,,,
311,IAUSD,,,,,,,
68,USDL,,,,,,,
130,SVUSD,,,,,,,
34,USDB,,,,,,,
248,USDFC,,,,,,,
337,USE,,,,,,,
104,DUSD,,,,,,,
144,HYUSD,,,,,,,
124,peUSD,,,,,,,
233,USDS,,,,,,,
37,USDJ,,,,,,,
usnd-nerite,USND,,0,F,11,CALM,42,fallback
149,USDS,,,,,,,
109,EUSD,,,,,,,
260,VUSD,,,,,,,
201,HEXDC,,,,,,,
123,STAR,,,,,,,
71,VST,,,,,,,
142,HYDT,,,,,,,
184,WEN,,,,,,,
82,ARUSD,,,,,,,
148,MyUSD,,,,,,,
99,CASH,,,,,,,
243,csUSDL,,,,,,,
357,BYC,,,,,,,
117,ERN,,,,,,,
294,USDA+,,,,,,,
264,USDE,,,,,,,
90,RUSD,,,,,,,
212,MOD,,,,,,,
57,USH,,,,,,,
96,CUSD,,,,,,,
364,WAD,,,,,,,
276,USH,,,,,,,
323,KEI,,,,,,,
74,MONEY,,,,,,,
222,PAUSD,,,,,,,
374,phUSD,,,,,,,
114,clevUSD,,,,,,,
138,eUSD,,,,,,,
94,BAOUSD,,,,,,,
193,USC,,,,,,,
84,BOB,,,,,,,
196,USC,,,,,,,
111,DAI+,,,,,,,
177,UNO,,,,,,,
207,DYAD,,,,,,,
189,btcUSD,,,,,,,
169,GAI,,,,,,,
338,FUSD,,,,,,,
163,ULTRA,,,,,,,
267,MEAD,,,,,,,
208,DCKUSD,,,,,,,
190,rgUSD,,,,,,,
259,MSD,,,,,,,
102,ANONUSD,,,,,,,
108,d2O,,,,,,,
61,FIAT,,,,,,,
76,USDI,,,,,,,
62,PUSD,,,,,,,
301,JUSD,,,,,,,
128,NEX,,,,,,,
187,KNOX,,,,,,,
223,XY,,,,,,,
330,xpUSD,,,,,,,
87,USDI,,,,,,,
273,USDaf,,,,,,,
279,paraUSD,,,,,,,
345,USDU,,,,,,,
150,SCB,,,,,,,
318,litUSD,,,,,,,
121,sLSD,,,,,,,
134,CASH,,,,,,,
203,cUSD,,,,,,,
320,USDR,,,,,,,
375,USDMO,,,,,,,
ust-terra,USTC,,,,,,,
39,VOLT,,,,,,,
40,RAI,,,,,,,
41,FLOAT,,,,,,,
49,EURT,,,,,,,
53,SEUR,,,,,,,
55,EURA,,,,,,,
56,PAR,,,,,,,
fpi-frax,FPI,,45,D,,,30,mixed
91,IBEUR,,,,,,,
105,DCHF,,,,,,,
silk-shade-protocol,SILK,,61,C+,,,,unobserved
127,LCNY,,,,,,,
131,UAHT,,,,,,,
133,NARS,,,,,,,
137,CDT,,,,,,,
139,eEUR,,,,,,,
140,eGBP,,,,,,,
161,EURD,,,,,,,
167,fETH,,,,,,,
182,zunETH,,,,,,,
isc-international-stable-currency,ISC,,49,D,,,,unobserved
200,HCHF,,,,,,,
274,EURQ,,,,,,,
280,CNHT,,,,,,,
281,MXNT,,,,,,,
351,RUBT,,,,,,,
352,BRTH,,,,,,,
355,JPYC,,,,,,,
369,NGNm,,,,,,,
vbill-vaneck,VBILL,,68,B-,,,,unobserved
acred-apollo-securitize,ACRED,,57,C,,,,unobserved
jaaa-janus-henderson-anemoy,JAAA,,57,C,,,,unobserved
acrdx-anemoy-apollo,ACRDX,,57,C,,,,unobserved
stac-securitize,STAC,,57,C,,,,unobserved
hlscope-hamilton-lane,HLSCOPE,,57,C,,,,unobserved
ustb-superstate,USTB,,57,C,,,,unobserved
ousg-ondo-finance,OUSG,,68,B-,,,,unobserved
mtbill-midas,mTBILL,,68,B-,,,,unobserved
mre7yield-midas,mRe7YIELD,,40,D,,,29,mixed
mf-one-midas,mF-ONE,,49,D,,,,unobserved
mglobal-midas-fasanara,mGLOBAL,,49,D,,,,unobserved
mhyper-midas,mHYPER,,36,F,,,16,fallback
mmev-midas,mMEV,,35,F,,,14,fallback
mapollo-midas,mAPOLLO,,41,D,,,,unobserved
safo-spiko-usd,SAFO,,61,C+,,,,unobserved
spkcc-spiko,SPKCC,,59,C,,,,unobserved
eursafo-spiko,EURSAFO,,61,C+,,,,unobserved
eurspkcc-spiko,EURSPKCC,,59,C,,,,unobserved
uktbl-spiko,UKTBL,,68,B-,,,,unobserved
gbpsafo-spiko,GBPSAFO,,61,C+,,,,unobserved
jtrsy-anemoy,JTRSY,,68,B-,,,,unobserved
ustbl-spiko,USTBL,,68,B-,,,,unobserved
bib01-backed,bIB01,,68,B-,,,,unobserved
thbill-theo,thBILL,,65,B-,,,62,mixed
wsrusd-reservoir,wsrUSD,,43,D,,,13,fallback
srusd-reservoir,srUSD,,50,C-,,,,unobserved
eutbl-spiko,EUTBL,,68,B-,,,,unobserved
bc3m-backed,bC3M,,68,B-,,,,unobserved
syrupusdc-maple,syrupUSDC,,63,C+,,,60,mixed
syrupusdt-maple,syrupUSDT,,52,C-,,,38,primary
yousd-yield-optimizer,yoUSD,,47,D,,,26,fallback
inalpha-nest,inALPHA,,58,C,,,,unobserved
ntbill-nest,nTBILL,,53,C-,,,,unobserved
nbasis-nest,nBASIS,,39,F,,,,unobserved
nopal-nest,nOPAL,,45,D,,,,unobserved
nwisdom-nest,nWISDOM,,49,D,,,,unobserved
zsd-zephyr-protocol,ZSD,,,NR,11,CALM,43,fallback
zys-zephyr-protocol,ZYS,,58,C,,,,unobserved
stusd-stoneyield,stUSD,,50,C-,,,29,fallback
luausd-lumi-finance,LUAUSD,,61,C+,,,63,primary
onyc-onre,ONYC,,50,C-,,,43,mixed
witry-brix,wiTRY,,46,D,,,,unobserved
usdcx-movement,USDCx,,,NR,0,CALM,,unobserved
