# Pharos pharos.watch | Endpoint: scores-latest | As of: 2026-09-20T08:00:26.000Z | URL: https://pharos.watch/datasets/scores-latest/latest.csv | Methodology: safety-score v9.5 | dews v6.22 | liquidity v6.5 | Freshness: point-in-time sample; not guaranteed to track production freshness
stablecoinId,symbol,pegScore,safetyScore,safetyGrade,dewsScore,dewsBand,liquidityScore,coverageClass
tgbp-tokenised,tGBP,,53,C-,15,CALM,59,mixed
eurau-allunity,EURAU,,53,C-,11,CALM,62,mixed
aa-falconx-mev-capital,AA_FalconXUSDC,,53,C-,,,,unobserved
savusd-avant,savUSD,,53,C-,,,34,mixed
gbpsafo-spiko,GBPSAFO,,53,C-,,,,unobserved
satusd-river,satUSD,,52,C-,14,CALM,33,fallback
nusd-nexus,NUSD,,52,C-,6,CALM,14,fallback
usdn-noble,USDN,,52,C-,12,CALM,,unobserved
iusd-initia,iUSD,,52,C-,7,CALM,41,fallback
audm-macropod,AUDM,,52,C-,7,CALM,58,mixed
brla-brla-digital,BRLA,,52,C-,11,CALM,59,mixed
mtbill-midas,mTBILL,,52,C-,,,25,fallback
mglobal-midas-fasanara,mGLOBAL,,52,C-,,,,unobserved
eurspkcc-spiko,EURSPKCC,,52,C-,,,,unobserved
audx-aussie-dollar-token,AUDX,,52,C-,6,CALM,60,fallback
stusd-stoneyield,stUSD,,52,C-,,,36,fallback
krwq-iq,KRWQ,,52,C-,22,WATCH,65,mixed
hbd-hive,HBD,,52,C-,29,WATCH,,unobserved
dllr-sovryn,DLLR,,51,C-,32,WATCH,,unobserved
deuro-deuro,dEURO,,51,C-,2,CALM,14,fallback
qcad-stablecorp,QCAD,,51,C-,17,WATCH,44,fallback
gldt-gold-dao,GLDT,,51,C-,19,WATCH,47,fallback
mre7yield-midas,mRe7YIELD,,51,C-,,,38,mixed
eearn-ember,eEARN,,51,C-,,,37,mixed
usdsui-sui,USDSUI,,50,C-,5,CALM,62,mixed
spusd-soulpeg,SPUSD,,50,C-,9,CALM,36,fallback
usdo-openeden,USDO,,50,C-,15,CALM,19,primary
sbc-brale,SBC,,50,C-,5,CALM,46,mixed
susd-solayer,sUSD,,50,C-,31,WATCH,20,fallback
gldy-streamex,GLDY,,50,C-,9,CALM,,unobserved
xagm-matrixdock,XAGm,,50,C-,18,WATCH,44,mixed
srusde-strata,srUSDe,,50,C-,,,19,fallback
jaaa-janus-henderson-anemoy,JAAA,,50,C-,,,,unobserved
susn-noon,sUSN,,50,C-,,,52,mixed
xo-exodus,XO,,50,C-,7,CALM,,unobserved
syrupusdt-maple,syrupUSDT,,50,C-,,,31,mixed
usg-tangent,USG,,50,C-,24,WATCH,49,mixed
aznd-mu-digital,AZND,,49,D,27,WATCH,14,fallback
suiusde-sui,suiUSDe,,49,D,6,CALM,30,primary
vnxau-vnx,VNXAU,,49,D,17,WATCH,61,mixed
vbill-vaneck,VBILL,,49,D,,,,unobserved
acrdx-anemoy-apollo,ACRDX,,49,D,,,,unobserved
susd-hedgecore,sUSD,,49,D,16,WATCH,37,fallback
witry-brix,wiTRY,,49,D,,,,unobserved
nusd-neutrl,NUSD,,48,D,20,WATCH,18,mixed
jpysc-sbi-startale,JPYSC,,48,D,14,CALM,,unobserved
acred-apollo-securitize,ACRED,,48,D,,,,unobserved
eurot-token-teknoloji,EUROT,,48,D,10,CALM,51,fallback
onyc-onre,ONyc,,48,D,,,58,mixed
bnusd-balanced,BNUSD,,47,D,27,WATCH,40,fallback
vchf-vnx,VCHF,,47,D,34,WATCH,63,mixed
jpyc-jpyc,JPYC,,47,D,28,WATCH,70,mixed
ggbr-goldfish-gold,GGBR,,47,D,11,CALM,27,fallback
kag-kinesis,KAG,,47,D,26,WATCH,26,fallback
cusdo-openeden,cUSDO,,47,D,,,36,mixed
thbill-theo,thBILL,,47,D,,,56,mixed
jpyt-dephaser,JPYT,,47,D,19,WATCH,60,mixed
chfau-allunity,CHFAU,,47,D,6,CALM,46,mixed
rwausdi-multipli,rwaUSDi,,46,D,7,CALM,,unobserved
eusd-telcoin,eUSD,,46,D,2,CALM,60,primary
nxusd-nereus,NXUSD,,46,D,30,WATCH,20,mixed
fusd-finchain,FUSD,,46,D,9,CALM,,unobserved
euri-banking-circle,EURI,,46,D,3,CALM,40,mixed
xaum-matrixdock,XAUm,,46,D,25,WATCH,44,mixed
cash-phantom,CASH,,45,D,10,CALM,55,mixed
dusd-standx,DUSD,,45,D,13,CALM,50,mixed
stac-securitize,STAC,,45,D,,,,unobserved
gbpe-monerium,GBPe,,45,D,16,WATCH,42,fallback
nbasis-nest,nBASIS,,45,D,,,15,fallback
usdkg-gold-dollar,USDKG,,44,D,18,WATCH,22,mixed
reusd-resupply,REUSD,,44,D,25,WATCH,46,mixed
usdb-blast,USDB,,44,D,7,CALM,51,fallback
usp-pikudao,USP,,44,D,,,48,primary
bd-basedollar,BD,,44,D,34,WATCH,44,fallback
cadc-cad-coin,CADC,,44,D,12,CALM,63,mixed
chfm-mento,CHFm,,44,D,27,WATCH,41,primary
susd1plus-lorenzo,sUSD1+,,44,D,,,20,fallback
usdd-tron-dao-reserve,USDD,,43,D,4,CALM,36,mixed
hollar-hydrated,HOLLAR,,43,D,35,WATCH,48,fallback
feusd-felix,FEUSD,,43,D,7,CALM,39,fallback
usbd-bima,USBD,,43,D,0,CALM,,unobserved
dusd-dtrinity,dUSD,,43,D,17,WATCH,45,mixed
weusd-picwe,WEUSD,,43,D,16,WATCH,14,fallback
pgold-pleasing,PGOLD,,43,D,8,CALM,41,mixed
idrt-rupiah-token,IDRT,,43,D,20,WATCH,20,fallback
u-united-stables,U,,42,D,3,CALM,55,mixed
eusd-electronic-usd,EUSD,,42,D,4,CALM,76,mixed
hyusd-hylo,HYUSD,,42,D,7,CALM,72,mixed
iusd-indigo-protocol,IUSD,,42,D,19,WATCH,49,fallback
usdn-smardex,USDN,,42,D,35,WATCH,,unobserved
kau-kinesis,KAU,,42,D,14,CALM,42,fallback
inalpha-nest,inALPHA,,42,D,,,,unobserved
yusd-yieldfi,YUSD,,42,D,,,20,fallback
brl1-brl1,BRL1,,42,D,14,CALM,36,mixed
usdy-ondo-finance,USDY,,41,D,,,45,mixed
iusd-infinifi,IUSD,,41,D,12,CALM,42,primary
aid-gaib,AID,,41,D,6,CALM,21,fallback
isc-international-stable-currency,ISC,,41,D,,,62,fallback
susdd-tron-dao-reserve,sUSDD,,41,D,,,20,mixed
nopal-nest,nOPAL,,41,D,,,,unobserved
hlusd-hela,HLUSD,,41,D,35,WATCH,,unobserved
cgusd-cygnus-finance,cgUSD,,40,D,11,CALM,14,fallback
home-homecoin,HOME,,40,D,6,CALM,22,mixed
tryb-bilira,TRYB,,40,D,6,CALM,16,fallback
emxn-telcoin,eMXN,,40,D,9,CALM,54,mixed
gusd-gate,GUSD,,39,F,1,CALM,47,fallback
moveusd-cfx,MOVEUSD,,39,F,38,ALERT,8,primary
usdf-astherus,USDF,,39,F,10,CALM,39,fallback
zeusd-zoth,ZeUSD,,39,F,6,CALM,14,fallback
uty-xsy,UTY,,39,F,9,CALM,41,fallback
usdz-anzen,USDz,,39,F,22,WATCH,55,mixed
usda-anzens,USDA,,39,F,5,CALM,46,fallback
usdm-monetrix,USDM,,39,F,9,CALM,52,fallback
usdh-hermetica,USDH,,39,F,7,CALM,,unobserved
wusd-worldwide,WUSD,,39,F,27,WATCH,14,fallback
cjpy-yamato,CJPY,,39,F,19,WATCH,59,mixed
pht-pht,PHT,,39,F,28,WATCH,16,fallback
wbrl-ripio,WBRL,,39,F,8,CALM,51,mixed
hlscope-hamilton-lane,HLSCOPE,,39,F,,,,unobserved
fusd-freedom-dollar,fUSD,,39,F,6,CALM,59,fallback
lvusd-leverup,LVUSD,,39,F,18,WATCH,46,fallback
xtusd-xt,XTUSD,,39,F,35,WATCH,,unobserved
lisusd-lista,LISUSD,,38,F,9,CALM,41,mixed
buck-bucket-protocol,BUCK,,38,F,3,CALM,70,mixed
usdh-hubble,USDH,,38,F,11,CALM,52,fallback
nwisdom-nest,nWISDOM,,38,F,,,,unobserved
luausd-lumi-finance,LUAUSD,,38,F,,,14,primary
cdxusd-cod3x,cdxUSD,,37,F,27,WATCH,66,fallback
usdv-solomon,USDV,,37,F,36,ALERT,55,fallback
wcop-ripio,WCOP,,37,F,23,WATCH,43,fallback
wmxn-ripio,WMXN,,37,F,17,WATCH,46,fallback
cgo-comtech,CGO,,37,F,10,CALM,38,fallback
dgld-gold-token-sa,DGLD,,37,F,17,WATCH,34,mixed
sfrxusd-frax,sfrxUSD,,37,F,,,66,primary
zarp-zarp,ZARP,,37,F,16,WATCH,63,mixed
vusd-virtue,VUSD,,37,F,20,WATCH,43,fallback
fxd-fathom,FXD,,36,F,27,WATCH,27,fallback
usdq-quill,USDQ,,36,F,0,CALM,,unobserved
sdusd-dtrinity,sdUSD,,36,F,,,36,mixed
uusd-anything-labs,UUSD,,35,F,2,CALM,68,mixed
eurs-stasis,EURS,,35,F,26,WATCH,50,mixed
zkusd-goal3,zkUSD,,34,F,6,CALM,13,fallback
wclp-ripio,WCLP,,34,F,23,WATCH,41,fallback
wpen-ripio,WPEN,,34,F,19,WATCH,39,fallback
usdr-ring,USDR,,34,F,8,CALM,49,primary
btcusd-btcfi,BtcUSD,,33,F,3,CALM,47,fallback
usdxl-last,USDXL,,33,F,12,CALM,39,fallback
asusdf-astherus,asUSDF,,33,F,,,42,fallback
said-gaib,sAID,,33,F,,,17,fallback
usda-alpha-partner,USDA,,32,F,22,WATCH,47,fallback
vcred-vcred,VCRED,,32,F,52,ALERT,24,mixed
usdm-moneta,USDM,,31,F,27,WATCH,49,fallback
brz-transfero,BRZ,,31,F,16,WATCH,53,mixed
cngn-compliant-naira,cNGN,,31,F,24,WATCH,50,mixed
alusd-alchemix,ALUSD,,27,F,33,WATCH,53,mixed
zarm-mento,ZARm,,20,F,0,CALM,38,fallback
rusd-reservoir,rUSD,,19,F,20,WATCH,38,fallback
euro3-3a-dao,EURO3,,19,F,26,WATCH,,unobserved
a7a5-old-vector,A7A5,,19,F,12,CALM,29,primary
cadm-mento,CADm,,19,F,32,WATCH,36,fallback
yusd-aegis,YUSD,,18,F,4,CALM,44,mixed
audf-forte,AUDF,,18,F,19,WATCH,46,mixed
autousd-auto-finance,autoUSD,,17,F,,,,unobserved
usdx-hex-trust,USDX,,15,F,19,WATCH,26,mixed
syusd-aegis,sYUSD,,14,F,,,14,fallback
wsrusd-reservoir,wsrUSD,,14,F,,,14,fallback
srusd-reservoir,srUSD,,13,F,,,,unobserved
usdx-kava,USDX,,9,F,27,WATCH,,unobserved
mai-qidao,MAI,,8,F,38,ALERT,52,mixed
apxusd-apyx,apxUSD,,0,F,27,WATCH,70,mixed
usda-avalon,USDA,,0,F,22,WATCH,23,fallback
pmusd-precious-metals,pmUSD,,0,F,38,ALERT,25,mixed
msusd-metronome,MSUSD,,0,F,31,WATCH,67,mixed
uusd-youves,UUSD,,0,F,24,WATCH,,unobserved
apyusd-apyx,apyUSD,,0,F,,,71,mixed
214,USDX,,,,,,,
430,SOFID,,,,,,,
153,BUSD,,,,,,,
17,HUSD,,,,,,,
21,FLEXUSD,,,,,,,
328,MUST,,,,,,,
398,USDV,,,,,,,
315,USPD,,,,,,,
439,USDB,,,,,,,
susd-synthetix,SUSD,,,,,,53,mixed
97,USP,,,,,,,
yzusd-yuzu,YZUSD,,,NR,5,CALM,48,mixed
442,USDx,,,,,,,
284,MNEE,,,,,,,
msusd-main-street,MSUSD,,,,,,36,mixed
4,BUSD,,,,,,,
67,BEAN,,,,,,,
410,USDU,,,,,,,
185,GYD,,,,,,,
usx-dforce,USX,,,,,,24,mixed
85,USDR,,,,,,,
63,FUSD,,,,,,,
31,USDS,,,,,,,
29,TOR,,,,,,,
411,USDSM,,,,,,,
13,YUSD,,,,,,,
115,R,,,,,,,
232,PINTO,,,,,,,
308,D,,,,,,,
244,USDL,,,,,,,
rusd-royal-dollar,RUSD,,,,,,,unobserved
268,YU,,,,,,,
usdh-native-markets,USDH,,,,,,54,fallback
usdr-stablr,USDR,,,,,,47,fallback
12,USDN,,,,,,,
391,USDST,,,,,,,
89,XAI,,,,,,,
16,PAI,,,,,,,
435,USDR,,,,,,,
9,FEI,,,,,,,
440,DLUSD,,,,,,,
314,PUSD,,,,,,,
378,USDso,,,,,,,
26,MUSD,,,,,,,
dusd-fluid,DUSD,,,,,,,unobserved
45,aSEED,,,,,,,
33,USDP,,,,,,,
236,syUSD,,,,,,,
397,beatUSD,,,,,,,
28,VAI,,,,,,,
426,USD+,,,,,,,
425,FUSD,,,,,,,
76,USDI,,,,,,,
mim-abracadabra,MIM,,,,,,69,mixed
83,USDW,,,,,,,
54,USN,,,,,,,
132,USDM,,,,,,,
152,USDL,,,,,,,
78,NOTE,,,,,,,
432,rwaUSD,,,,,,,
441,FRNT,,,,,,,
107,CZUSD,,,,,,,
92,PINA,,,,,,,
192,USDA,,,,,,,
349,USP,,,,,,,
72,KUSD,,,,,,,
341,PUSD,,,,,,,
293,BNBUSD,,,,,,,
usr-resolv,USR,,,,,,33,fallback
211,THUSD,,,,,,,
175,PXDC,,,,,,,
46,USD+,,,,,,,
285,GGUSD,,,,,,,
32,USDS,,,,,,,
419,elUSD,,,,,,,
27,USDK,,,,,,,
143,USDV,,,,,,,
333,mantraUSD,,,,,,,
58,3USD,,,,,,,
125,eUSD(v2),,,,,,,
431,USDV,,,,,,,
229,LVLUSD,,,,,,,
180,BREAD,,,,,,,
323,KEI,,,,,,,
171,HAI,,,,,,,
198,aUSD,,,,,,,
nect-beraborrow,NECT,,,NR,17,WATCH,55,fallback
116,GRAI,,,,,,,
181,zunUSD,,,,,,,
64,UXD,,,,,,,
206,CASH,,,,,,,
37,USDJ,,,,,,,
48,BAI,,,,,,,
174,rUSD,,,,,,,
191,bitUSD,,,,,,,
126,mkUSD,,,,,,,
112,USDT+,,,,,,,
164,USDCB,,,,,,,
73,USDTZ,,,,,,,
ist-agoric,IST,,,,,,,unobserved
25,RSV,,,,,,,
227,BOLD,,,,,,,
38,STBL,,,,,,,
248,USDFC,,,,,,,
68,USDL,,,,,,,
130,SVUSD,,,,,,,
59,SIGUSD,,,,,,,
34,USDB,,,,,,,
337,USE,,,,,,,
104,DUSD,,,,,,,
311,IAUSD,,,,,,,
43,ZUSD,,,,,,,
144,HYUSD,,,,,,,
124,peUSD,,,,,,,
233,USDS,,,,,,,
374,phUSD,,,,,,,
109,EUSD,,,,,,,
149,USDS,,,,,,,
184,WEN,,,,,,,
142,HYDT,,,,,,,
82,ARUSD,,,,,,,
71,VST,,,,,,,
148,MyUSD,,,,,,,
123,STAR,,,,,,,
99,CASH,,,,,,,
394,invUSD,,,,,,,
188,USC,,,,,,,
260,VUSD,,,,,,,
438,UST1,,,,,,,
201,HEXDC,,,,,,,
117,ERN,,,,,,,
264,USDE,,,,,,,
294,USDA+,,,,,,,
357,BYC,,,,,,,
90,RUSD,,,,,,,
57,USH,,,,,,,
364,WAD,,,,,,,
usnd-nerite,USND,,,,,,42,fallback
96,CUSD,,,,,,,
243,csUSDL,,,,,,,
433,HRUSD,,,,,,,
212,MOD,,,,,,,
207,DYAD,,,,,,,
138,eUSD,,,,,,,
94,BAOUSD,,,,,,,
177,UNO,,,,,,,
114,clevUSD,,,,,,,
100,DSU,,,,,,,
222,PAUSD,,,,,,,
74,MONEY,,,,,,,
84,BOB,,,,,,,
ebusd-ebisu,EBUSD,,,,,,35,mixed
111,DAI+,,,,,,,
338,FUSD,,,,,,,
276,USH,,,,,,,
169,GAI,,,,,,,
196,USC,,,,,,,
189,btcUSD,,,,,,,
163,ULTRA,,,,,,,
267,MEAD,,,,,,,
208,DCKUSD,,,,,,,
190,rgUSD,,,,,,,
259,MSD,,,,,,,
102,ANONUSD,,,,,,,
193,USC,,,,,,,
62,PUSD,,,,,,,
301,JUSD,,,,,,,
128,NEX,,,,,,,
81,USK,,,,,,,
223,XY,,,,,,,
61,FIAT,,,,,,,
87,USDI,,,,,,,
187,KNOX,,,,,,,
273,USDaf,,,,,,,
403,BPD,,,,,,,
usdk-orki,USDK,,,,,,,unobserved
279,paraUSD,,,,,,,
396,USDeAD,,,,,,,
330,xpUSD,,,,,,,
kusd-kerne,kUSD,,,,,,,
345,USDU,,,,,,,
150,SCB,,,,,,,
318,litUSD,,,,,,,
121,sLSD,,,,,,,
108,d2O,,,,,,,
134,CASH,,,,,,,
395,FUSD,,,,,,,
203,cUSD,,,,,,,
320,USDR,,,,,,,
375,USDMO,,,,,,,
210,DEUSD,,,,,,,
ust-terra,USTC,,,,,,,
39,VOLT,,,,,,,
40,RAI,,,,,,,
41,FLOAT,,,,,,,
49,EURT,,,,,,,
53,SEUR,,,,,,,
55,EURA,,,,,,,
56,PAR,,,,,,,
91,IBEUR,,,,,,,
euroe-membrane,EUROe,,,,,,41,fallback
105,DCHF,,,,,,,
silk-shade-protocol,SILK,,,,,,,unobserved
gyen-gyen,GYEN,,,,,,40,mixed
127,LCNY,,,,,,,
131,UAHT,,,,,,,
133,NARS,,,,,,,
137,CDT,,,,,,,
139,eEUR,,,,,,,
140,eGBP,,,,,,,
aeur-anchored-coins,AEUR,,,,,,43,fallback
158,VEUR,,,,,,,
161,EURD,,,,,,,
167,fETH,,,,,,,
182,zunETH,,,,,,,
eurr-stablr,EURR,,,,,,33,mixed
280,CNHT,,,,,,,
281,MXNT,,,,,,,
vgbp-vnx,VGBP,,,,,,25,mixed
351,RUBT,,,,,,,
352,BRTH,,,,,,,
359,PHPm,,,,,,,
369,NGNm,,,,,,,
wars-argentine-peso,WARS,,,NR,21,WATCH,47,mixed
392,EURW,,,,,,,
393,haEUR,,,,,,,
399,GBPA,,,,,,,
412,MYRT,,,,,,,
reur-royal-euro,REUR,,,,,,,unobserved
428,KRWQ,,,,,,,
429,KRW1,,,,,,,
436,EURR,,,,,,,
437,HKDAP,,,,,,,
buck-buck-assets,BUCK,,,,,,,unobserved
msy-main-street,msY,,,,,,30,primary
ausdt-tether-alloy,aUSD₮,,,,,,25,primary
jpyc-jpyc-v1,JPYC,,,,,,22,primary
wemix-dollar-wemix,WEMIX$,,,,,,,unobserved
syzusd-yuzu,syzUSD,,,NR,,,29,primary
mf-one-midas,mF-ONE,,,NR,,,,unobserved
mhyper-midas,mHYPER,,,NR,,,14,fallback
mmev-midas,mMEV,,,NR,,,37,fallback
mapollo-midas,mAPOLLO,,,NR,,,14,fallback
axcnh-anchorx,AxCNH,,,NR,12,CALM,38,fallback
kgst-kyrgyz-som,KGST,,,NR,13,CALM,26,fallback
