# Pharos pharos.watch | Endpoint: scores-latest | As of: 2026-09-25T08:00:55.000Z | URL: https://pharos.watch/datasets/scores-latest/latest.csv | Methodology: safety-score v9.92 | dews v6.27 | liquidity v6.8 | Freshness: point-in-time sample; not guaranteed to track production freshness
stablecoinId,symbol,pegScore,safetyScore,safetyGrade,dewsScore,dewsBand,liquidityScore,coverageClass
stkgho-umbrella-aave,stkGHO.v1,,58,C,,,14,fallback
fxsave-f-x-protocol,fxSAVE,,58,C,,,19,mixed
jtrsy-anemoy,JTRSY,,58,C,,,,unobserved
zsd-zephyr-protocol,ZSD,,58,C,45,ALERT,8,unobserved
eur0-usual,EUR0,,58,C,6,CALM,53,fallback
syusd-aegis,sYUSD,,58,C,,,17,fallback
reusd-re-protocol,reUSD,,57,C,,,76,mixed
usx-solstice,USX,,57,C,30,WATCH,38,mixed
dola-inverse-finance,DOLA,,57,C,15,CALM,54,mixed
pathusd-bridge,pathUSD,,57,C,11,CALM,60,fallback
musd-metamask,MUSD,,57,C,7,CALM,72,mixed
usdpt-western-union,USDPT,,57,C,14,CALM,52,fallback
ctusd-citrea,ctUSD,,57,C,12,CALM,43,fallback
xusd-babelfish,XUSD,,57,C,24,WATCH,36,primary
ceur-celo,EURm,,57,C,8,CALM,58,mixed
eurau-allunity,EURAU,,57,C,7,CALM,72,mixed
usd1-world-liberty-financial,USD1,,56,C,10,CALM,69,mixed
frax-frax,FRAX,,56,C,27,WATCH,54,mixed
honey-berachain,BUSD,,56,C,22,WATCH,72,mixed
usdk-kast,USDK,,56,C,7,CALM,,unobserved
bc3m-backed,bC3M,,56,C,,,,unobserved
mxne-real-mxn,MXNe,,56,C,17,WATCH,55,mixed
buidl-blackrock,BUIDL,,55,C,14,CALM,,unobserved
usdon-ondo,USDon,,55,C,15,CALM,14,fallback
usdu-unitas,USDU,,55,C,11,CALM,51,mixed
eusd-telcoin,eUSD,,55,C,8,CALM,59,primary
usdu-usdu-finance,USDU,,55,C,11,CALM,53,mixed
eurq-quantoz,EURQ,,55,C,22,WATCH,27,mixed
yvusdc-yearn,yvUSDC-1,,55,C,,,14,fallback
bbqusdc-steakhouse,bbqUSDC,,55,C,,,,unobserved
susde-ethena,sUSDe,,55,C,,,57,mixed
susds-sky,sUSDS,,55,C,,,40,mixed
sdai-sky,sDAI,,55,C,,,59,mixed
sdola-inverse-finance,sDOLA,,55,C,,,55,mixed
sbold-k3-capital,sBOLD,,55,C,,,,unobserved
ybold-yearn,yBOLD,,55,C,,,,unobserved
ustb-superstate,USTB,,55,C,,,,unobserved
zarp-zarp,ZARP,,55,C,16,WATCH,67,mixed
syrupusdc-maple,syrupUSDC,,55,C,,,47,mixed
syrupusdt-maple,syrupUSDT,,55,C,,,43,mixed
zys-zephyr-protocol,ZYS,,55,C,,,,unobserved
usdcx-movement,USDCx,,55,C,10,CALM,35,fallback
eure-monerium,EURE,,54,C-,15,CALM,60,mixed
susdai-usd-ai,sUSDai,,54,C-,,,82,mixed
susn-noon,sUSN,,54,C-,,,53,mixed
audx-aussie-dollar-token,AUDX,,54,C-,6,CALM,51,fallback
usdf-falcon,USDf,,53,C-,16,WATCH,53,mixed
trusd-tori,trUSD,,53,C-,10,CALM,72,mixed
usdm-mega,USDM,,53,C-,6,CALM,52,fallback
scusd-rings,SCUSD,,53,C-,14,CALM,54,mixed
tgbp-tokenised,tGBP,,53,C-,11,CALM,60,mixed
brla-brla-digital,BRLA,,53,C-,16,WATCH,63,mixed
savusd-avant,savUSD,,53,C-,,,33,mixed
gbpsafo-spiko,GBPSAFO,,53,C-,,,,unobserved
aa-falconx-mev-capital,AA_FalconXUSDC,,53,C-,,,,unobserved
satusd-river,satUSD,,52,C-,24,WATCH,33,fallback
nusd-nexus,NUSD,,52,C-,10,CALM,14,fallback
usdn-noble,USDN,,52,C-,10,CALM,,unobserved
iusd-initia,iUSD,,52,C-,3,CALM,43,fallback
susd-solayer,sUSD,,52,C-,27,WATCH,34,fallback
nect-beraborrow,NECT,,52,C-,16,WATCH,54,fallback
hbd-hive,HBD,,52,C-,16,WATCH,,unobserved
mglobal-midas-fasanara,mGLOBAL,,52,C-,,,,unobserved
eurspkcc-spiko,EURSPKCC,,52,C-,,,,unobserved
eearn-ember,eEARN,,52,C-,,,33,mixed
stusd-stoneyield,stUSD,,52,C-,,,36,fallback
jupusd-jupiter,JUPUSD,,51,C-,20,WATCH,68,mixed
sbc-brale,SBC,,51,C-,10,CALM,43,mixed
dllr-sovryn,DLLR,,51,C-,32,WATCH,,unobserved
deuro-deuro,dEURO,,51,C-,6,CALM,14,fallback
srusde-strata,srUSDe,,51,C-,,,24,fallback
usdsui-sui,USDSUI,,50,C-,9,CALM,61,mixed
spusd-soulpeg,SPUSD,,50,C-,17,WATCH,36,fallback
usdo-openeden,USDO,,50,C-,29,WATCH,16,primary
qcad-stablecorp,QCAD,,50,C-,14,CALM,43,fallback
gldy-streamex,GLDY,,50,C-,9,CALM,,unobserved
gldt-gold-dao,GLDT,,50,C-,20,WATCH,48,fallback
jaaa-janus-henderson-anemoy,JAAA,,50,C-,,,,unobserved
xo-exodus,XO,,50,C-,7,CALM,,unobserved
suiusde-sui,suiUSDe,,49,D,7,CALM,30,primary
vbill-vaneck,VBILL,,49,D,,,,unobserved
acrdx-anemoy-apollo,ACRDX,,49,D,,,,unobserved
brlv-crown,BRLV,,49,D,27,WATCH,21,fallback
susd-hedgecore,sUSD,,49,D,12,CALM,36,fallback
usg-tangent,USG,,49,D,31,WATCH,38,mixed
krwq-iq,KRWQ,,49,D,25,WATCH,62,mixed
nusd-neutrl,NUSD,,48,D,21,WATCH,18,mixed
jpysc-sbi-startale,JPYSC,,48,D,10,CALM,,unobserved
xagm-matrixdock,XAGm,,48,D,21,WATCH,45,mixed
onyc-onre,ONyc,,48,D,,,72,mixed
bnusd-balanced,BNUSD,,47,D,26,WATCH,39,fallback
jpyc-jpyc,JPYC,,47,D,12,CALM,66,mixed
wbrl-ripio,WBRL,,47,D,11,CALM,56,mixed
ggbr-goldfish-gold,GGBR,,47,D,6,CALM,30,fallback
acred-apollo-securitize,ACRED,,47,D,,,,unobserved
cusdo-openeden,cUSDO,,47,D,,,37,mixed
usdr-ring,USDR,,47,D,6,CALM,58,primary
chfau-allunity,CHFAU,,47,D,11,CALM,41,mixed
brl1-brl1,BRL1,,47,D,12,CALM,35,mixed
jpyt-dephaser,JPYT,,47,D,19,WATCH,60,mixed
rwausdi-multipli,rwaUSDi,,46,D,7,CALM,,unobserved
nxusd-nereus,NXUSD,,46,D,30,WATCH,16,mixed
fusd-finchain,FUSD,,46,D,9,CALM,,unobserved
vchf-vnx,VCHF,,46,D,26,WATCH,69,mixed
euri-banking-circle,EURI,,46,D,5,CALM,51,mixed
xaum-matrixdock,XAUm,,46,D,15,CALM,48,mixed
kag-kinesis,KAG,,46,D,16,WATCH,46,fallback
witry-brix,wiTRY,,46,D,,,,unobserved
cash-phantom,CASH,,45,D,14,CALM,62,mixed
dusd-standx,DUSD,,45,D,21,WATCH,47,mixed
usdb-blast,USDB,,45,D,12,CALM,50,fallback
audf-forte,AUDF,,45,D,10,CALM,51,mixed
stac-securitize,STAC,,45,D,,,,unobserved
gbpe-monerium,GBPe,,45,D,8,CALM,42,fallback
usdkg-gold-dollar,USDKG,,44,D,10,CALM,35,mixed
reusd-resupply,REUSD,,44,D,27,WATCH,45,mixed
bd-basedollar,BD,,44,D,40,ALERT,44,fallback
cadc-cad-coin,CADC,,44,D,7,CALM,64,mixed
chfm-mento,CHFm,,44,D,22,WATCH,41,primary
susd1plus-lorenzo,sUSD1+,,44,D,,,20,fallback
cdp-enosys,CDP,,44,D,22,WATCH,50,fallback
usdd-tron-dao-reserve,USDD,,43,D,10,CALM,37,mixed
hollar-hydrated,HOLLAR,,43,D,14,CALM,48,fallback
feusd-felix,FEUSD,,43,D,9,CALM,36,fallback
usbd-bima,USBD,,43,D,0,CALM,,unobserved
usp-pikudao,USP,,43,D,,,52,primary
dusd-dtrinity,dUSD,,43,D,19,WATCH,38,mixed
weusd-picwe,WEUSD,,43,D,17,WATCH,14,fallback
pgold-pleasing,PGOLD,,43,D,18,WATCH,44,mixed
yusd-yieldfi,YUSD,,43,D,,,19,fallback
u-united-stables,U,,42,D,5,CALM,57,mixed
hyusd-hylo,HYUSD,,42,D,19,WATCH,63,mixed
eusd-electronic-usd,EUSD,,42,D,6,CALM,77,mixed
iusd-indigo-protocol,IUSD,,42,D,18,WATCH,45,fallback
usdn-smardex,USDN,,42,D,25,WATCH,,unobserved
kau-kinesis,KAU,,42,D,7,CALM,44,fallback
dgld-gold-token-sa,DGLD,,42,D,7,CALM,38,mixed
inalpha-nest,inALPHA,,42,D,,,,unobserved
nbasis-nest,nBASIS,,42,D,,,15,fallback
usdy-ondo-finance,USDY,,41,D,,,48,mixed
iusd-infinifi,IUSD,,41,D,11,CALM,48,primary
isc-international-stable-currency,ISC,,41,D,,,62,fallback
susdd-tron-dao-reserve,sUSDD,,41,D,,,17,mixed
ntbill-nest,nTBILL,,41,D,,,,unobserved
nwisdom-nest,nWISDOM,,41,D,,,,unobserved
cgusd-cygnus-finance,cgUSD,,40,D,17,WATCH,14,fallback
aid-gaib,AID,,40,D,6,CALM,21,fallback
home-homecoin,HOME,,40,D,16,WATCH,21,mixed
tryb-bilira,TRYB,,40,D,26,WATCH,15,fallback
nopal-nest,nOPAL,,40,D,,,38,fallback
emxn-telcoin,eMXN,,40,D,23,WATCH,64,mixed
gusd-gate,GUSD,,39,F,7,CALM,47,fallback
moveusd-cfx,MOVEUSD,,39,F,24,WATCH,8,primary
usdf-astherus,USDF,,39,F,6,CALM,42,fallback
zeusd-zoth,ZeUSD,,39,F,6,CALM,14,fallback
uty-xsy,UTY,,39,F,6,CALM,41,fallback
usdz-anzen,USDz,,39,F,29,WATCH,56,mixed
usda-anzens,USDA,,39,F,9,CALM,47,fallback
usdm-monetrix,USDM,,39,F,8,CALM,51,fallback
usdh-hermetica,USDH,,39,F,35,WATCH,,unobserved
wusd-worldwide,WUSD,,39,F,30,WATCH,14,fallback
cjpy-yamato,CJPY,,39,F,20,WATCH,60,mixed
pht-pht,PHT,,39,F,27,WATCH,16,fallback
hlscope-hamilton-lane,HLSCOPE,,39,F,,,,unobserved
fusd-freedom-dollar,fUSD,,39,F,6,CALM,58,fallback
lvusd-leverup,LVUSD,,39,F,10,CALM,38,fallback
lisusd-lista,LISUSD,,38,F,8,CALM,40,mixed
buck-bucket-protocol,BUCK,,38,F,7,CALM,69,mixed
usdh-hubble,USDH,,38,F,12,CALM,50,fallback
fxd-fathom,FXD,,38,F,27,WATCH,30,fallback
usdv-solomon,USDV,,37,F,54,ALERT,37,mixed
btcusd-btcfi,BtcUSD,,37,F,13,CALM,41,primary
cgo-comtech,CGO,,37,F,6,CALM,42,fallback
sfrxusd-frax,sfrxUSD,,37,F,,,70,primary
usdq-quill,USDQ,,36,F,0,CALM,,unobserved
idrt-rupiah-token,IDRT,,36,F,26,WATCH,17,fallback
uusd-anything-labs,UUSD,,35,F,12,CALM,68,mixed
eurot-token-teknoloji,EUROT,,35,F,6,CALM,51,fallback
zkusd-goal3,zkUSD,,34,F,7,CALM,14,fallback
wclp-ripio,WCLP,,34,F,21,WATCH,49,fallback
wcop-ripio,WCOP,,34,F,20,WATCH,54,fallback
wmxn-ripio,WMXN,,34,F,17,WATCH,48,fallback
wpen-ripio,WPEN,,34,F,19,WATCH,41,fallback
usdxl-last,USDXL,,33,F,8,CALM,38,fallback
asusdf-astherus,asUSDF,,33,F,,,40,fallback
sdusd-dtrinity,sdUSD,,33,F,,,40,mixed
usda-alpha-partner,USDA,,32,F,27,WATCH,49,fallback
vcred-vcred,VCRED,,32,F,27,WATCH,23,mixed
said-gaib,sAID,,32,F,,,17,fallback
usdm-moneta,USDM,,31,F,10,CALM,47,fallback
brz-transfero,BRZ,,31,F,15,CALM,56,mixed
cngn-compliant-naira,cNGN,,31,F,24,WATCH,62,mixed
alusd-alchemix,ALUSD,,27,F,29,WATCH,58,mixed
zarm-mento,ZARm,,20,F,0,CALM,40,fallback
rusd-reservoir,rUSD,,19,F,15,CALM,29,fallback
euro3-3a-dao,EURO3,,19,F,26,WATCH,,unobserved
a7a5-old-vector,A7A5,,19,F,6,CALM,29,primary
cadm-mento,CADm,,19,F,22,WATCH,37,fallback
mai-qidao,MAI,,18,F,25,WATCH,60,mixed
autousd-auto-finance,autoUSD,,18,F,,,,unobserved
usdx-hex-trust,USDX,,15,F,21,WATCH,26,mixed
wsrusd-reservoir,wsrUSD,,14,F,,,14,fallback
srusd-reservoir,srUSD,,13,F,,,,unobserved
eurs-stasis,EURS,,12,F,24,WATCH,50,mixed
usdx-kava,USDX,,9,F,35,WATCH,,unobserved
apxusd-apyx,apxUSD,,0,F,25,WATCH,67,mixed
usda-avalon,USDA,,0,F,24,WATCH,23,fallback
msusd-metronome,MSUSD,,0,F,36,ALERT,69,mixed
pmusd-precious-metals,pmUSD,,0,F,43,ALERT,33,mixed
uusd-youves,UUSD,,0,F,9,CALM,,unobserved
apyusd-apyx,apyUSD,,0,F,,,69,mixed
430,SOFID,,,,,,,
153,BUSD,,,,,,,
17,HUSD,,,,,,,
21,FLEXUSD,,,,,,,
328,MUST,,,,,,,
398,USDV,,,,,,,
315,USPD,,,,,,,
439,USDB,,,,,,,
susd-synthetix,SUSD,,,,,,53,mixed
97,USP,,,,,,,
yzusd-yuzu,YZUSD,,,NR,14,CALM,53,mixed
442,USDx,,,,,,,
284,MNEE,,,,,,,
msusd-main-street,MSUSD,,,,,,36,mixed
4,BUSD,,,,,,,
67,BEAN,,,,,,,
410,USDU,,,,,,,
185,GYD,,,,,,,
268,YU,,,,,,,
usx-dforce,USX,,,,,,24,mixed
63,FUSD,,,,,,,
85,USDR,,,,,,,
31,USDS,,,,,,,
29,TOR,,,,,,,
aznd-mu-digital,AZND,,,,,,14,fallback
411,USDSM,,,,,,,
13,YUSD,,,,,,,
115,R,,,,,,,
232,PINTO,,,,,,,
308,D,,,,,,,
244,USDL,,,,,,,
rusd-royal-dollar,RUSD,,,,,,,unobserved
usdh-native-markets,USDH,,,,,,54,fallback
usdr-stablr,USDR,,,,,,47,fallback
12,USDN,,,,,,,
214,USDX,,,,,,,
391,USDST,,,,,,,
89,XAI,,,,,,,
16,PAI,,,,,,,
435,USDR,,,,,,,
9,FEI,,,,,,,
314,PUSD,,,,,,,
378,USDso,,,,,,,
440,DLUSD,,,,,,,
26,MUSD,,,,,,,
dusd-fluid,DUSD,,,,,,,unobserved
33,USDP,,,,,,,
236,syUSD,,,,,,,
cdxusd-cod3x,cdxUSD,,,,,,66,fallback
397,beatUSD,,,,,,,
426,USD+,,,,,,,
mim-abracadabra,MIM,,,,,,69,mixed
425,FUSD,,,,,,,
76,USDI,,,,,,,
83,USDW,,,,,,,
54,USN,,,,,,,
28,VAI,,,,,,,
132,USDM,,,,,,,
152,USDL,,,,,,,
78,NOTE,,,,,,,
432,rwaUSD,,,,,,,
441,FRNT,,,,,,,
107,CZUSD,,,,,,,
92,PINA,,,,,,,
192,USDA,,,,,,,
349,USP,,,,,,,
72,KUSD,,,,,,,
341,PUSD,,,,,,,
293,BNBUSD,,,,,,,
175,PXDC,,,,,,,
usr-resolv,USR,,,,,,33,fallback
211,THUSD,,,,,,,
37,USDJ,,,,,,,
285,GGUSD,,,,,,,
46,USD+,,,,,,,
32,USDS,,,,,,,
27,USDK,,,,,,,
419,elUSD,,,,,,,
143,USDV,,,,,,,
125,eUSD(v2),,,,,,,
431,USDV,,,,,,,
333,mantraUSD,,,,,,,
229,LVLUSD,,,,,,,
180,BREAD,,,,,,,
171,HAI,,,,,,,
323,KEI,,,,,,,
198,aUSD,,,,,,,
116,GRAI,,,,,,,
181,zunUSD,,,,,,,
64,UXD,,,,,,,
206,CASH,,,,,,,
48,BAI,,,,,,,
174,rUSD,,,,,,,
191,bitUSD,,,,,,,
126,mkUSD,,,,,,,
112,USDT+,,,,,,,
164,USDCB,,,,,,,
73,USDTZ,,,,,,,
ist-agoric,IST,,,,,,,unobserved
25,RSV,,,,,,,
227,BOLD,,,,,,,
38,STBL,,,,,,,
248,USDFC,,,,,,,
68,USDL,,,,,,,
130,SVUSD,,,,,,,
59,SIGUSD,,,,,,,
45,aSEED,,,,,,,
34,USDB,,,,,,,
337,USE,,,,,,,
104,DUSD,,,,,,,
311,IAUSD,,,,,,,
43,ZUSD,,,,,,,
144,HYUSD,,,,,,,
124,peUSD,,,,,,,
233,USDS,,,,,,,
109,EUSD,,,,,,,
374,phUSD,,,,,,,
149,USDS,,,,,,,
142,HYDT,,,,,,,
184,WEN,,,,,,,
82,ARUSD,,,,,,,
71,VST,,,,,,,
148,MyUSD,,,,,,,
99,CASH,,,,,,,
123,STAR,,,,,,,
394,invUSD,,,,,,,
188,USC,,,,,,,
260,VUSD,,,,,,,
201,HEXDC,,,,,,,
438,UST1,,,,,,,
117,ERN,,,,,,,
264,USDE,,,,,,,
294,USDA+,,,,,,,
357,BYC,,,,,,,
90,RUSD,,,,,,,
57,USH,,,,,,,
364,WAD,,,,,,,
96,CUSD,,,,,,,
243,csUSDL,,,,,,,
74,MONEY,,,,,,,
usnd-nerite,USND,,,,,,42,fallback
433,HRUSD,,,,,,,
212,MOD,,,,,,,
207,DYAD,,,,,,,
138,eUSD,,,,,,,
94,BAOUSD,,,,,,,
58,3USD,,,,,,,
114,clevUSD,,,,,,,
100,DSU,,,,,,,
222,PAUSD,,,,,,,
84,BOB,,,,,,,
ebusd-ebisu,EBUSD,,,,,,35,mixed
177,UNO,,,,,,,
111,DAI+,,,,,,,
338,FUSD,,,,,,,
276,USH,,,,,,,
169,GAI,,,,,,,
196,USC,,,,,,,
189,btcUSD,,,,,,,
163,ULTRA,,,,,,,
267,MEAD,,,,,,,
208,DCKUSD,,,,,,,
190,rgUSD,,,,,,,
259,MSD,,,,,,,
102,ANONUSD,,,,,,,
193,USC,,,,,,,
62,PUSD,,,,,,,
301,JUSD,,,,,,,
128,NEX,,,,,,,
81,USK,,,,,,,
223,XY,,,,,,,
61,FIAT,,,,,,,
87,USDI,,,,,,,
187,KNOX,,,,,,,
273,USDaf,,,,,,,
403,BPD,,,,,,,
usdk-orki,USDK,,,,,,,unobserved
279,paraUSD,,,,,,,
396,USDeAD,,,,,,,
330,xpUSD,,,,,,,
kusd-kerne,kUSD,,,,,,,
345,USDU,,,,,,,
150,SCB,,,,,,,
318,litUSD,,,,,,,
121,sLSD,,,,,,,
108,d2O,,,,,,,
134,CASH,,,,,,,
395,FUSD,,,,,,,
203,cUSD,,,,,,,
320,USDR,,,,,,,
375,USDMO,,,,,,,
210,DEUSD,,,,,,,
ust-terra,USTC,,,,,,,
39,VOLT,,,,,,,
40,RAI,,,,,,,
41,FLOAT,,,,,,,
49,EURT,,,,,,,
53,SEUR,,,,,,,
55,EURA,,,,,,,
56,PAR,,,,,,,
91,IBEUR,,,,,,,
euroe-membrane,EUROe,,,,,,41,fallback
105,DCHF,,,,,,,
silk-shade-protocol,SILK,,,,,,,unobserved
gyen-gyen,GYEN,,,,,,40,mixed
127,LCNY,,,,,,,
131,UAHT,,,,,,,
133,NARS,,,,,,,
137,CDT,,,,,,,
139,eEUR,,,,,,,
140,eGBP,,,,,,,
aeur-anchored-coins,AEUR,,,,,,43,fallback
158,VEUR,,,,,,,
161,EURD,,,,,,,
167,fETH,,,,,,,
182,zunETH,,,,,,,
eurr-stablr,EURR,,,,,,33,mixed
280,CNHT,,,,,,,
281,MXNT,,,,,,,
vgbp-vnx,VGBP,,,,,,25,mixed
351,RUBT,,,,,,,
352,BRTH,,,,,,,
359,PHPm,,,,,,,
369,NGNm,,,,,,,
wars-argentine-peso,WARS,,,NR,26,WATCH,53,mixed
392,EURW,,,,,,,
393,haEUR,,,,,,,
399,GBPA,,,,,,,
412,MYRT,,,,,,,
reur-royal-euro,REUR,,,,,,,unobserved
428,KRWQ,,,,,,,
429,KRW1,,,,,,,
436,EURR,,,,,,,
437,HKDAP,,,,,,,
buck-buck-assets,BUCK,,,,,,,unobserved
msy-main-street,msY,,,,,,30,primary
ausdt-tether-alloy,aUSD₮,,,,,,25,primary
jpyc-jpyc-v1,JPYC,,,,,,22,primary
wemix-dollar-wemix,WEMIX$,,,,,,,unobserved
xtusd-xt,XTUSD,,,,,,,unobserved
vnxau-vnx,VNXAU,,,NR,16,WATCH,60,mixed
syzusd-yuzu,syzUSD,,,NR,,,42,primary
slvon-ondo,SLVon,,,NR,,,59,mixed
iauon-ondo,IAUon,,,NR,,,69,fallback
mtbill-midas,mTBILL,,,NR,,,25,fallback
mre7yield-midas,mRe7YIELD,,,NR,,,38,mixed
mf-one-midas,mF-ONE,,,NR,,,,unobserved
mhyper-midas,mHYPER,,,NR,,,14,fallback
mmev-midas,mMEV,,,NR,,,35,fallback
mapollo-midas,mAPOLLO,,,NR,,,14,fallback
thbill-theo,thBILL,,,NR,,,47,mixed
axcnh-anchorx,AxCNH,,,NR,19,WATCH,36,fallback
kgst-kyrgyz-som,KGST,,,NR,14,CALM,30,fallback
usdv-solomon-v2,USDV,,,NR,21,WATCH,32,primary
