# Pharos pharos.watch | Endpoint: top-stablecoins | As of: 2026-07-08T08:00:33.000Z | URL: https://pharos.watch/sheets/top-stablecoins.csv | Methodology: safety-score v8.13 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,symbol,name,pegType,pegMechanism,price,circulatingUsd,chainCount,chains
money-defi-money,MONEY,defi.money,peggedUSD,crypto-backed,0.9958582242153404,9969356.363583282,3,Arbitrum;Optimism;Base
bc3m-backed,bC3M,Backed GOVIES 0-6 months EURO investment grade,peggedEUR,rwa-backed,144.23500018857985,9869467.782982554,7,Ethereum;Gnosis;Base;Polygon;BSC;Arbitrum;Avalanche
idrt-rupiah-token,IDRT,Rupiah Token,peggedIDR,rwa-backed,0.00005650399999999999,9747711.632710658,4,Ethereum;BSC;Harmony;Polygon
audd-novatti,AUDD,AUDD,peggedAUD,fiat-backed,0.6920790209705299,9675533.79161174,8,Stellar;Ethereum;Base;XRPL;XDC;Redbelly;Solana;Hedera
sbc-brale,SBC,Stable Coin,peggedUSD,fiat-backed,0.9998416730852571,9246433.118941003,11,Solana;Polygon;Ethereum;Base;Stellar;Celo;Avalanche;Arbitrum;OP Mainnet;Tempo;EthereumClassic
mre7yield-midas,mRe7YIELD,Midas mRe7YIELD,peggedUSD,crypto-backed,1.06813781,9116357.12773026,3,Ethereum;Etherlink;Starknet
244,USDL,Lift Dollar,peggedUSD,fiat-backed,,9003252.317569753,2,Arbitrum;Ethereum
415,RUSD,Royal Dollar,peggedUSD,fiat-backed,,9000015,3,BSC;Ethereum;Tron
usp-pikudao,USP,USP,peggedUSD,crypto-backed,1.11,8624695.271606153,1,Ethereum
dgld-gold-token-sa,DGLD,DGLD Tokenized Gold,peggedGOLD,rwa-backed,4164.77,8349720.676503369,2,Ethereum;Base
eurs-stasis,EURS,Stasis Euro,peggedEUR,fiat-backed,1.2084479847544018,8167385.960052663,6,Ethereum;Polygon;Stellar;Algorand;Everscale;Gnosis
usdq-quantoz,USDQ,Quantoz USDQ,peggedUSD,fiat-backed,0.9998308526668735,8089808.000384,4,Ethereum;XRPL;Algorand;Polygon
usdz-anzen,USDz,Anzen USDz,peggedUSD,fiat-backed,0.978713,7857390.9145277655,4,Base;Ethereum;Manta;Blast
europ-schuman,EUROP,Schuman EUROP,peggedEUR,fiat-backed,1.1404234474232815,7774088.348621292,4,Ethereum;Avalanche;Polygon;Plasma
mapollo-midas,mAPOLLO,Midas mAPOLLO,peggedUSD,crypto-backed,1.10086085,7728778.352150891,1,Ethereum
susd-hedgecore,sUSD,Staked USD Coin,peggedUSD,crypto-backed,0.995706,7667402.396978648,1,BSC
nxusd-nereus,NXUSD,NXUSD,peggedUSD,crypto-backed,0.9930810805760613,7622223.9794321535,2,Avalanche;Polygon
usbd-bima,USBD,USBD,peggedUSD,crypto-backed,1,7507153.527626624,7,Hemi;Ethereum;GOAT;CORE;Plume Mainnet;Sonic;BSC
ousd-origin-protocol,OUSD,Origin Dollar,peggedUSD,crypto-backed,0.999963310948738,7480294.745763546,1,Ethereum
autousd-auto-finance,autoUSD,Auto Finance autoUSD,peggedUSD,crypto-backed,1.091641009045,7464168.019352029,1,Ethereum
sbold-k3-capital,sBOLD,sBOLD by K3 Capital,peggedUSD,crypto-backed,1.0709651725184075,7342490.900616494,1,Ethereum
witry-brix,wiTRY,Wrapped iTRY,peggedTRY,rwa-backed,0.02337231069669271,7145561.146855768,2,Ethereum;MegaETH
eurr-stablr,EURR,StablR Euro,peggedEUR,fiat-backed,,7118101.18830167,2,Ethereum;Solana
gyen-gyen,GYEN,GYEN,peggedJPY,fiat-backed,0.006191995673555816,6286348.61747232,5,Ethereum;Stellar;Arbitrum;Solana;OP Mainnet
btcusd-btcfi,BtcUSD,Bitcoin USD,peggedUSD,crypto-backed,1.0002332195174004,6162335.782298802,2,Base;Bifrost Network
cdxusd-cod3x,cdxUSD,Cod3x USD,peggedUSD,crypto-backed,0.996452686074228,6127424.177721791,1,Base
home-homecoin,HOME,HomeCoin,peggedUSD,crypto-backed,0.8498605858,6066389.4711311655,1,Ethereum
spkcc-spiko,SPKCC,Spiko Digital Assets Cash & Carry Fund,peggedUSD,rwa-backed,1.018,6028964.706656015,6,Ethereum;Polygon;Arbitrum;Base;Starknet;Stellar
vnxau-vnx,VNXAU,VNX Gold,peggedGOLD,rwa-backed,134.04006162707373,5916873.973543295,7,Ethereum;Polygon;Base;Etherlink;Stellar;Solana;Tezos
axcnh-anchorx,AxCNH,AxCNH,peggedCNH,rwa-backed,0.14578734354999998,5755559.616426327,2,Conflux;Ethereum
luausd-lumi-finance,LUAUSD,Lumi Finance LUAUSD,peggedUSD,crypto-backed,0.7256906543071733,5662486.107320542,1,Arbitrum
214,USDX,USDX Money USDX,peggedUSD,crypto-backed,,5576591.6172716655,3,BSC;Arbitrum;Ethereum
kgst-kyrgyz-som,KGST,Kyrgyz Som Stablecoin,peggedKGS,rwa-backed,0.01143005,5518824.150954112,1,BSC
391,USDST,USDST,peggedUSD,fiat-backed,0.99934862,5310285.36576392,1,Strato
cgo-comtech,CGO,Comtech Gold,peggedGOLD,rwa-backed,132.36,5161958.756087094,1,XDC Network
wars-argentine-peso,WARS,Argentine Peso,peggedARS,fiat-backed,0.0006404716481666845,5085802.325179448,6,Ethereum;Base;World Chain;BSC;Polygon;Gnosis
vchf-vnx,VCHF,VNX Swiss Franc,peggedCHF,fiat-backed,1.2297185675706197,5022589.212839201,13,Solana;Base;Avalanche;Ethereum;Celo;Stellar;Polygon;Fraxtal;Arbitrum;Tezos;Q Protocol;XRP Ledger;Internet Computer
xai-silo-finance,XAI,XAI,peggedUSD,crypto-backed,0.9999269953734929,4857440.206726228,1,Ethereum
usdsc-startale,USDSC,Startale USD,peggedUSD,rwa-backed,0.999167,4759277.067526264,1,Soneium
ybold-yearn,yBOLD,Yearn BOLD,peggedUSD,crypto-backed,1.0001159953,4717039.339327575,1,Ethereum
hbusdt-hyperbeat,hbUSDT,Hyperbeat USDT,peggedUSD,crypto-backed,1.12,4648818.080939454,1,HyperEVM
pusd-plume,pUSD,Plume USD,peggedUSD,crypto-backed,0.996867046543753,4593341.300875527,2,Plume Mainnet;Ethereum
zarp-zarp,ZARP,ZARP Stablecoin,peggedZAR,rwa-backed,0.061128684734532555,4515301.250159779,4,Ethereum;Base;Polygon;Solana
hlscope-hamilton-lane,HLSCOPE,Hamilton Lane Senior Credit Opportunities Securitize Fund,peggedUSD,rwa-backed,1256.3292052535996,4314178.546501349,5,Polygon;Ethereum;Optimism;Plume;Tron
tryb-bilira,TRYB,Bilira,peggedTRY,fiat-backed,0.02140555,4299835.27,9,BSC;Ethereum;Polygon;Avalanche;Solana;Plasma;Base;Codex;World Chain
usda-anzens,USDA,Anzens USDA,peggedUSD,fiat-backed,1.001,4235915.335082179,1,Cardano
16,PAI,Parrot USD,peggedUSD,crypto-backed,,4223733.318508,1,Solana
xagm-matrixdock,XAGm,Matrixdock Silver,peggedSILVER,rwa-backed,62.75812871955793,4141585.7437619483,2,Ethereum;Sui
usdnr-nerona,USDnr,Nerona USD,peggedUSD,fiat-backed,0.9999269953734929,4141224.6497921655,2,Fluent;Ethereum
usd3-reserve-protocol,USD3,Web 3 Dollar,peggedUSD,crypto-backed,0.684140951,4137240.9470938533,2,Ethereum;Base
iusd-initia,iUSD,Initia iUSD,peggedUSD,crytpo-backed,0.99976835,4100118.780187,1,Initia
sdola-inverse-finance,sDOLA,Inverse Staked DOLA,peggedUSD,crypto-backed,1.3966287716015604,3999912.622462719,5,Ethereum;Base;Optimism;Arbitrum;Berachain
ftusd-flying-tulip,ftUSD,Flying Tulip USD,peggedUSD,crypto-backed,0.9926323955,3977424.7330154805,2,Ethereum;Sonic
9,FEI,Fei USD,peggedUSD,algorithmic,0.999156,3815661.5030310755,1,Ethereum
usdn-noble,USDN,Noble Dollar,peggedUSD,fiat-backed,1.00080237,3637985.217392,1,Noble
pht-pht,PHT,PHT Stablecoin,peggedPHP,crypto-backed,0.01611552802984966,3626218.505209771,3,Ethereum;Tron;Polygon
mim-abracadabra,MIM,Magic Internet Money,peggedUSD,crypto-backed,0.15945788147666556,3620785.7472272525,14,Ethereum;Arbitrum;Avalanche;Kava;Fantom;Blast;Moonriver;BSC;OP Mainnet;Polygon;Nibiru;Berachain;Base;Linea
audf-forte,AUDF,Forte AUD,peggedAUD,rwa-backed,0.69383,3520493.8709342806,5,Ethereum;Polygon;Avalanche;Base;Redbelly Network
asusdf-astherus,asUSDF,Aster Staked USDF,peggedUSD,crypto-backed,1.061,3503153.8505110326,1,BSC
314,PUSD,Palm USD,peggedUSD,fiat-backed,0.9999269953734929,3475851.020037959,4,Solana;Ethereum;BSC;Tron
mmev-midas,mMEV,Midas mMEV,peggedUSD,crypto-backed,1.1329134,3355562.127506062,3,Ethereum;Plume;Etherlink
26,MUSD,mStable USD,peggedUSD,crypto-backed,0.997131,3192165.6082770135,3,Ethereum;Polygon;Gnosis
eearn-ember,eEARN,Ember Earn,peggedUSD,crypto-backed,,3180735.359027,1,Ethereum
usdxl-last,USDXL,Last USD,peggedUSD,crypto-backed,0.989119195,3160945.6721786717,2,Hyperliquid L1;HyperEVM
280,CNHT,Tether CNH,peggedCNY,fiat-backed,0.14718652,3017834.2500378797,2,Tron;Ethereum
doc-money-on-chain,DOC,Dollar on Chain,peggedUSD,crypto-backed,1.00387329086786,2993728.4959031716,3,Rootstock;Arbitrum;Ethereum
dusd-fluid,DUSD,DigitalDollar,peggedUSD,fiat-backed,0.9999269953734929,2952108.359116906,1,Arbitrum
nwisdom-nest,nWISDOM,Nest Wisdom Vault,peggedUSD,rwa-backed,0.965674,2854154.2289906377,2,Ethereum;Plume
usg-tangent,USG,Tangent USD,peggedUSD,crypto-backed,0.9983833603427799,2823207.1473632134,1,Ethereum
xo-exodus,XO,XO Cash,peggedUSD,rwa-backed,0.999876,2822867.856172,1,Solana
brl1-brl1,BRL1,BRL1,peggedBRL,rwa-backed,0.193413,2745507.3916507065,1,Polygon
djed-coti,DJED,Djed StableCoin,peggedUSD,algorithmic,0.984181,2721224.135767531,1,Cardano
cdp-enosys,CDP,Enosys Loans CDP,peggedUSD,crypto-backed,1.001,2687360.3726399736,1,Flare
33,USDP,USDP Stablecoin,peggedUSD,crypto-backed,0.9999269953734929,2638318.7704893746,4,Ethereum;Gnosis;BSC;Fantom
404,USDM,Monetrix USDM,peggedUSD,crypto-backed,0.998672,2597814.74519,1,Hyperliquid L1
audm-macropod,AUDM,Macropod,peggedAUD,fiat-backed,0.6939418457470271,2524128.690268774,5,Ethereum;Solana;Redbelly;Redbelly Network;Base
usdh-hermetica,USDH,Hermetica USDh,peggedUSD,fiat-backed,0.998402,2427082.76538673,1,Stacks
isc-international-stable-currency,ISC,International Stable Currency,peggedVAR,fiat-backed,2.15,2403874.4303972363,1,Solana
usdrif-rif,USDRIF,RIF US Dollar,peggedUSD,crypto-backed,1.0018589558315132,2388943.1581213055,1,Rootstock
nusd-nexus,NUSD,Nexus USD,peggedUSD,crypto-backed,0.9999269953734929,2385159.2306802156,13,Ethereum;Aurora;Avalanche;Boba;BSC;Arbitrum;OP Mainnet;Polygon;Cronos;Fantom;Metis;Harmony;DFK
28,VAI,Vai,peggedUSD,crypto-backed,0.997658,2382344.2468413697,1,BSC
usdcx-movement,USDCx,Movement USDCx,peggedUSD,rwa-backed,0.999815,2292223.483427776,1,Movement
ussd-sonic-labs,USSD,US Sonic Dollar,peggedUSD,crypto-backed,1,2205233.726678332,1,Sonic
397,beatUSD,Hyperbeat USD,peggedUSD,fiat-backed,,2193161.18043,1,Hyperliquid L1
236,syUSD,Synnax Stablecoin,peggedUSD,crypto-backed,,2150642.2905625096,1,Sei
audx-aussie-dollar-token,AUDX,Aussie Dollar Token,peggedAUD,rwa-backed,0.6934777196443758,2051380.4821597016,4,Ethereum;Polygon;Conflux;XDC Network
mxnb-juno,MXNB,MXNB,peggedMXN,rwa-backed,0.05723367041616664,2034546.8432629616,5,Ethereum;Polygon;Arbitrum;Avalanche;Base
usdp-parallel,USDp,Parallel USDp,peggedUSD,crypto-backed,0.9995890333407363,1999721.3742664682,24,Hyperliquid L1;Avalanche;Base;Ethereum;Sonic;Ink;OP Mainnet;Arbitrum;Sei;BSC;Polygon;Berachain;TAC;Scroll;Gnosis;Unichain;Plasma;Linea;Hemi;Fraxtal;Plume Mainnet;World Chain;X Layer;Katana
xnk-kinka,XNK,Kinka,peggedGOLD,rwa-backed,4113.920585797288,1982924.5049192235,2,Ethereum;Cardano
xusd-babelfish,XUSD,XUSD,peggedUSD,crypto-backed,0.992244,1973495.725549085,1,Rootstock
stusd-stoneyield,stUSD,StoneYield USD,peggedUSD,crypto-backed,0.999803,1965346.1913513169,1,BSC
ceur-celo,EURm,Mento Euro,peggedEUR,algorithmic,1.14,1942023.550176522,5,Celo;Monad;Solana;Polygon;Ethereum
scusd-rings,SCUSD,Rings scUSD,peggedUSD,crypto-backed,1.0001378980537696,1916150.735551949,2,Sonic;Ethereum
55,EURA,EURA,peggedEUR,crypto-backed,1.14,1836845.2887640113,9,Ethereum;Arbitrum;Polygon;Fantom;OP Mainnet;Solana;Fuse;Aurora;ZKsync Lite
deuro-deuro,DEURO,Decentralized Euro,peggedEUR,crypto-backed,1.14,1835149.8615814627,5,Ethereum;Polygon;Arbitrum;Optimism;Base
dllr-sovryn,DLLR,Sovryn Dollar,peggedUSD,crypto-backed,0.998818,1818694.3420265908,1,Rootstock
cadc-cad-coin,CADC,CAD Coin,peggedCAD,fiat-backed,0.7046724379899063,1722963.8158853394,4,Base;Ethereum;Polygon;Arbitrum
cngn-compliant-naira,cNGN,Compliant Naira,peggedNGN,rwa-backed,0.0007179734236193746,1669296.5337297295,5,Base;Ethereum;BSC;Polygon;Solana
iusd-indigo-protocol,IUSD,iUSD,peggedUSD,crypto-backed,1.002,1584228.9667578978,1,Cardano
usdv-solomon,USDV,Solomon USDv,peggedUSD,crypto-backed,0.999691,1512342.48842448,1,Solana
224,dUSD,dTRINITY USD,peggedUSD,crypto-backed,0.996862,1449560.1216496387,5,Ethereum;Fraxtal;Sonic;Katana;Ronin
83,USDW,USDW,peggedUSD,crypto-backed,0.9999269953734929,1444746.2581611176,1,EthereumPoW
268,YU,YU,peggedUSD,crypto-backed,,1439824.1770721364,4,Ethereum;Solana;Base;BSC
54,USN,USN,peggedUSD,algorithmic,0.9999269953734929,1418996.2840207291,2,Near;Aurora
76,USDI,Interest Protocol,peggedUSD,crypto-backed,0.9999269953734929,1414394.527283626,1,Ethereum
silk-shade-protocol,SILK,SILK,peggedVAR,crypto-backed,1.23,1391650.4883705368,1,Secret
lvusd-leverup,lvUSD,LeverUp USD,peggedUSD,crypto-backed,0.993016,1379246.455910864,1,Monad
378,USDso,USD Somnia,peggedUSD,fiat-backed,0.9997402152164465,1351263.4227912428,1,Somnia
152,USDL,Liquid Loans USDL,peggedUSD,crypto-backed,1.001,1339542.071620589,1,PulseChain
132,USDM,USDM,peggedUSD,fiat-backed,0.997592,1337165.032496776,6,Ethereum;Arbitrum;Base;OP Mainnet;Polygon;ZKsync Era
ntbill-nest,nTBILL,Nest Treasury Vault,peggedUSD,rwa-backed,1.050315,1319817.1546710818,3,Ethereum;Plume;Arbitrum
myrc-blox,MYRC,MYRC,peggedMYR,rwa-backed,0.24420807397053565,1296902.0434621854,4,Ethereum;Arbitrum;Base;Solana
56,PAR,Parallel,peggedEUR,crypto-backed,1.21,1268300.4070487744,3,Ethereum;Polygon;Fantom
dusd-dtrinity,dUSD,dTRINITY dUSD,peggedUSD,crypto-backed,0.9968615049753287,1238541.1559301796,4,Ethereum;Fraxtal;Katana;Sonic
krwq-iq,KRWQ,KRWQ,peggedKRW,rwa-backed,0.00067452,1235309.725172029,6,Ethereum;Base;Polygon;Fraxtal;Codex;Morph
eurau-allunity,EURAU,AllUnity EUR,peggedEUR,fiat-backed,1.1420858359175072,1195832.2401821208,10,Ethereum;Base;Tempo;OP Mainnet;Polygon;Arbitrum;Optimism;Solana;Stellar;BSC
78,NOTE,Note,peggedUSD,crypto-backed,0.9999269953734929,1193173.5388388152,1,Canto
zkusd-goal3,zkUSD,zkUSD Dollar,peggedUSD,crypto-backed,0.9999269953734929,1179013.4030376468,1,ZKsync Era
53,SEUR,sEUR,peggedEUR,crypto-backed,1.140576,1137903.986611771,2,Ethereum;OP Mainnet
usdglo-glo,USDGLO,Glo Dollar,peggedUSD,fiat-backed,0.9999325240104295,1132945.4589096115,8,Ethereum;Stellar;Celo;OP Mainnet;Base;Arbitrum;Polygon;VeChain
usdh-hubble,USDH,USDH,peggedUSD,crypto-backed,0.992704,1126345.2672342595,1,Solana
aeur-anchored-coins,AEUR,Anchored Coins AEUR,peggedEUR,fiat-backed,1.117990454919679,1117775.589919203,2,BSC;Ethereum
40,RAI,Rai Reflex Index,peggedVAR,crypto-backed,1.99,1082748.4647394284,7,Ethereum;OP Mainnet;Polygon;Arbitrum;Gnosis;Avalanche;Loopring
veur-vnx,VEUR,VNX EURO,peggedEUR,fiat-backed,,1065870.44,13,Tezos;Base;Fraxtal;Q Protocol;Ethereum;Stellar;Avalanche;Polygon;Solana;Celo;Arbitrum;XRP Ledger;Internet Computer
idrx-idrx,IDRX,IDRX,peggedIDR,rwa-backed,0.000056279999999999996,1034928.4441140427,8,Polygon;Base;BSC;Klaytn;Gnosis;Etherlink;World Chain;Solana
qcad-stablecorp,QCAD,Stablecorp QCAD,peggedCAD,rwa-backed,0.7045,1022229.5,2,Ethereum;Base
susd-solayer,sUSD,Solayer USD,peggedUSD,fiat-backed,1.11,984712.5678529951,1,Solana
usdpt-western-union,USDPT,Western Union USDPT,peggedUSD,fiat-backed,0.999424,971591.15,1,Solana
fusd-finchain,FUSD,FinChain Dollar,peggedUSD,fiat-backed,0.9999269953734929,939270.5546932099,5,Avalanche;Monad;Sonic;Ethereum;exSat
bnusd-balanced,BNUSD,Balanced Dollars,peggedUSD,crypto-backed,0.999124,937633.3431536349,9,Icon;Archway;Base;Avalanche;Arbitrum;Injective;BSC;OP Mainnet;Havah
usr-resolv,USR,Resolv USD,peggedUSD,crypto-backed,,924550.0257590824,6,Ethereum;Base;BSC;Hyperliquid L1;Berachain;Soneium
107,CZUSD,Czodiac USD,peggedUSD,crypto-backed,0.9999269953734929,919956.9935811625,1,BSC
92,PINA,Meme Dollar,peggedUSD,algorithmic,0.9999269953734929,913404.2074237223,1,Ethereum
srusd-reservoir,srUSD,Savings rUSD,peggedUSD,rwa-backed,1.1500061570912523,911758.2890519244,2,Ethereum;Berachain
192,USDA,USDA,peggedUSD,crypto-backed,,902663.3647466673,1,Ethereum
xmd-metal-dollar,XMD,Metal Dollar,peggedUSD,crypto-backed,0.989776,828007.5752932911,0,
cadd-cad-digital,CADD,CAD Digital,peggedCAD,fiat-backed,0.703334,822509.3463877891,2,Base;Ethereum
usp-pareto-credit,USP,Pareto USP,peggedUSD,crypto-backed,1,758368.5225979175,1,Ethereum
43,ZUSD,ZUSD,peggedUSD,fiat-backed,0.9999269953734929,726795.5220594979,5,Stellar;Ethereum;Solana;OP Mainnet;Arbitrum
dusd-alto,DUSD,Alto DUSD,peggedUSD,crypto-backed,0.9987026628458069,711522.5414572137,1,Ethereum
fxd-fathom,FXD,Fathom Dollar,peggedUSD,crypto-backed,0.898929,707442.9828096376,1,XDC
81,USK,USK,peggedUSD,crypto-backed,,675791.023143,2,Kujira;Osmosis
usdn-smardex,USDN,SMARDEX USDN,peggedUSD,crypto-backed,1.00707186519671,656491.4544708403,1,Ethereum
vusd-virtue,VUSD,Virtue USD,peggedUSD,crypto-backed,1.006,656453.2595846896,2,IOTA;IOTA EVM
41,FLOAT,Float Protocol Float,peggedVAR,algorithmic,0.9999269953734929,654060.242671336,1,Ethereum
167,fETH,Fractional ETH,peggedVAR,crypto-backed,0.9999269953734929,653925.9300230087,1,Ethereum
125,eUSD(v2),eUSD (V2),peggedUSD,crypto-backed,1.0693898112101046,645487.7346966598,1,Ethereum
341,PUSD,Pleasing USD,peggedUSD,crypto-backed,,644376.430278012,1,Arbitrum
gldt-gold-dao,GLDT,Gold Token,peggedGOLD,rwa-backed,1.079970988189591,642227.2085714098,4,Ethereum;Base;Arbitrum;Internet Computer
175,PXDC,PXDC Stablecoin,peggedUSD,crypto-backed,1.008,632127.0269739389,1,PulseChain
392,EURW,Newrails Euro,peggedEUR,fiat-backed,1.14,591296.0699521337,1,Monad
wbrl-ripio,WBRL,Brazilian Real,peggedREAL,fiat-backed,0.19220152187059483,564392.5802662593,6,Ethereum;World Chain;Base;BSC;Polygon;Gnosis
hlusd-hela,HLUSD,HeLa USD,peggedUSD,rwa-backed,0.999397,563620.2323981702,0,
46,USD+,USD+,peggedUSD,crypto-backed,,561378.591998,9,Base;Arbitrum;Avalanche;OP Mainnet;BSC;ZKsync Era;Linea;Polygon;Blast
285,GGUSD,Good Game US Dollar,peggedUSD,crypto-backed,0.999108,542673.263594375,3,Polygon;Solana;BSC
211,THUSD,Threshold USD,peggedUSD,crypto-backed,,539902.4956891537,1,Ethereum
72,KUSD,Kolibri USD,peggedUSD,crypto-backed,1.15,533370.2238862236,1,Tezos
32,USDS,Sperax USD,peggedUSD,crypto-backed,0.9991685,517682.0285281368,1,Arbitrum
229,LVLUSD,Level USD,peggedUSD,crypto-backed,0.9991718406390698,515065.3561373104,1,Ethereum
weusd-picwe,WEUSD,WEUSD,peggedUSD,crypto-backed,0.98981685,502401.397399,4,Movement;BSC;Arbitrum;Base
27,USDK,USDK,peggedUSD,fiat-backed,0.9999269953734929,488675.32183597516,4,Ethereum;OKTChain;Polygon;Solana
gbpe-monerium,GBPe,Monerium GBP emoney,peggedGBP,rwa-backed,1.34,483516.783383184,6,Ethereum;Gnosis;Linea;Arbitrum;Base;Polygon
171,HAI,Lets Get HAI,peggedUSD,crypto-backed,,477487.828357411,1,OP Mainnet
198,aUSD,Stable Jack aUSD,peggedUSD,crypto-backed,0.9999269953734929,472987.60827946634,1,Avalanche
143,USDV,Verified USD,peggedUSD,fiat-backed,,470400.686347,7,Ethereum;BSC;Arbitrum;Avalanche;Polygon;OP Mainnet;Viction
58,3USD,3USD,peggedUSD,crypto-backed,0.9999269953734929,452872.93044187553,1,Karura
333,mantraUSD,mantraUSD,peggedUSD,crypto-backed,0.999476,434672.11030310387,1,MANTRA
sdusd-dtrinity,sdUSD,dTRINITY Staked dUSD,peggedUSD,crypto-backed,1.0095931441743076,419570.84867773234,2,Ethereum;Fraxtal
293,BNBUSD,Sigma Money bnbUSD,peggedUSD,crypto-backed,0.9997570520225313,413934.17788555595,1,BSC
180,BREAD,Bread,peggedUSD,crypto-backed,0.999444,410928.76765023964,1,Gnosis
usdr-ring,USDR,Ring USD,peggedUSD,crypto-backed,0.9993474002230696,403217.3382465329,1,Ethereum
cjpy-yamato,CJPY,CJPY,peggedJPY,crypto-backed,0.0043635366371138785,389491.1644562266,1,Ethereum
jusd-juicedollar,JUSD,Juice Dollar,peggedUSD,crypto-backed,,375577.89730096125,1,Citrea Mainnet
zsd-zephyr-protocol,ZSD,Zephyr Stable Dollar,peggedUSD,crypto-backed,0.982944,366464.4691841679,0,
gbpm-mento,GBPm,Mento British Pound,peggedGBP,crypto-backed,1.3358165710197676,349834.36555856006,2,Monad;Celo
usdr-stablr,USDR,StablR USD,peggedUSD,fiat-backed,,321867.43152460037,1,Ethereum
206,CASH,Opus CASH,peggedUSD,crypto-backed,0.998292,321815.9904276603,1,Starknet
nect-beraborrow,NECT,Nectar,peggedUSD,crypto-backed,0.9998430646,311162.98377330904,1,Berachain
rusd-reservoir,rUSD,Reservoir Stablecoin,peggedUSD,fiat-backed,1.0006402626010618,308219.75945883343,17,Berachain;Ethereum;Base;Katana;World Chain;BSC;Avalanche;Arbitrum;Unichain;Linea;Plume Mainnet;Monad;Solana;Hyperliquid L1;Sonic;Sei;Tempo
usdaf-asymmetry,USDaf,Asymmetry USDaf V2,peggedUSD,crypto-backed,0.9897468381148784,305426.70594891295,1,Ethereum
181,zunUSD,Zunami USD,peggedUSD,crypto-backed,0.9999269953734929,303337.6926037665,1,Ethereum
zys-zephyr-protocol,ZYS,Zephyr Yield Share,peggedUSD,crypto-backed,1.9353,301814.64945471595,0,
64,UXD,UXD Stablecoin,peggedUSD,algorithmic,1.003,298195.27309052215,1,Solana
174,rUSD,rUSD,peggedUSD,crypto-backed,0.997492134548053,258931.64879986303,1,Ethereum
191,bitUSD,bitSmiley USD,peggedUSD,crypto-backed,0.9999269953734929,253484.43165837118,1,Bitlayer
126,mkUSD,mkUSD,peggedUSD,crypto-backed,0.998187,244835.1548132662,1,Ethereum
112,USDT+,USDT+,peggedUSD,crypto-backed,1.009,236992.33420527328,3,Arbitrum;BSC;Linea
48,BAI,BAI Stablecoin,peggedUSD,crypto-backed,1.006,231039.62146923898,1,Astar
227,BOLD,Legacy BOLD,peggedUSD,crypto-backed,0.9999269953734929,228790.80252725945,6,Ethereum;OP Mainnet;Base;Arbitrum;Avalanche;Scroll
164,USDCB,USDCB,peggedUSD,fiat-backed,0.9999269953734929,225183.55935811062,1,Rootstock
eur0-usual,EUR0,Usual EUR,peggedEUR,rwa-backed,1.141211130673858,218448.60314528056,1,Ethereum
73,USDTZ,USDtez,peggedUSD,fiat-backed,0.958304,217842.25011626756,1,Tezos
brlm-mento,BRLm,Mento Real,peggedREAL,crypto-backed,0.193691,216204.17239744012,1,Celo
ist-agoric,IST,Inter Stable Token,peggedUSD,crypto-backed,0.937728,208189.986939077,2,Agoric;Osmosis
25,RSV,Reserve,peggedUSD,crypto-backed,0.9999269953734929,206087.63068715704,2,Ethereum;Gnosis
38,STBL,STBL,peggedUSD,crypto-backed,0.780351,199915.893803,1,Algorand
59,SIGUSD,SigmaUSD,peggedUSD,algorithmic,0.9999269953734929,192435.9702581686,1,Ergo
