# Pharos pharos.watch | Endpoint: top-stablecoins | As of: 2026-09-20T08:00:26.000Z | URL: https://pharos.watch/datasets/top-stablecoins/latest.csv | Methodology: safety-score v9.5 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,symbol,name,pegType,pegMechanism,price,circulatingUsd,chainCount,chains
apyusd-apyx,apyUSD,apyUSD,peggedUSD,rwa-backed,1.3704793882802921,175103431.941947,4,Ethereum;Base;BSC;Solana
ustbl-spiko,USTBL,Spiko US T-Bills Money Market Fund,peggedUSD,rwa-backed,1.096335,167375713.41035703,7,Arbitrum;Ethereum;Polygon;Base;Etherlink;Stellar;Starknet
21,FLEXUSD,flexUSD,peggedUSD,crypto-backed,0.9997109588333946,166302163.26277265,2,Ethereum;smartBCH
sdai-sky,sDAI,Savings Dai,peggedUSD,crypto-backed,1.1813112341129015,164560534.7198948,3,Ethereum;Base;Optimism
sgho-aave,sGHO,Aave Savings GHO,peggedUSD,crypto-backed,1.014209019995563,163707288.66982442,1,Ethereum
satusd-river,satUSD,River Stablecoin,peggedUSD,crypto-backed,0.9555910350385485,156346292.97520128,11,BSC;Base;BOB;Arbitrum;Ethereum;BSquared;Hemi;X Layer;Bitlayer;Sonic;BEVM
aa-falconx-mev-capital,AA_FalconXUSDC,Pareto FalconX Credit Vault,peggedUSD,rwa-backed,1.1081787482499998,154586823.09509352,1,Ethereum
328,MUST,Mustang Finance,peggedUSD,crypto-backed,0.9997109588333946,154342925.9234028,1,Saga
usda-avalon,USDA,Avalon USDa,peggedUSD,crypto-backed,0.975092,145575991.88545725,19,Ethereum;Movement;BSC;Kaia;Berachain;Taiko;Sonic;Sei;Bitlayer;Nibiru;Mode;Morph;Base;BOB;Zircuit;Avalanche;ZKsync Era;Mantle;Corn
cash-phantom,CASH,CASH,peggedUSD,fiat-backed,0.9996802217094919,127701760.47663982,1,Solana
jpysc-sbi-startale,JPYSC,JPYSC,peggedJPY,fiat-backed,0.0063744019085379515,127692726.6095673,1,Ethereum
avusd-avant,avUSD,Avant USD,peggedUSD,fiat-backed,0.9997459495458729,123328871.77587253,2,Avalanche;Monad
steakusdc-steakhouse,steakUSDC,Steakhouse USDC V2,peggedUSD,crypto-backed,1.0323741206500001,122788714.4875341,1,Ethereum
moveusd-cfx,MOVEUSD,CFX MoveUSD,peggedUSD,fiat-backed,0.9997109588333946,113956901.15142877,1,Solana
usdf-astherus,USDF,Astherus,peggedUSD,crypto-backed,0.9980601778115507,112001430.72949044,1,BSC
nopal-nest,nOPAL,Nest BlackOpal LiquidStone II Vault,peggedUSD,rwa-backed,1.097764,106318176.63263711,7,Ethereum;Plume;BSC;Solana;Plasma;World Chain;Avalanche
onyc-onre,ONyc,Onchain Yield Coin,peggedUSD,rwa-backed,1.1459098523828124,105706284.23465928,1,Solana
stac-securitize,STAC,Securitize Tokenized AAA CLO Fund,peggedUSD,rwa-backed,1033.813497,103586045.57464528,2,Ethereum;Solana
dola-inverse-finance,DOLA,Dola,peggedUSD,crypto-backed,0.997483,103480367.60658325,8,Ethereum;Arbitrum;BSC;Fantom;Base;OP Mainnet;Avalanche;Polygon
savusd-avant,savUSD,Avant Staked USD,peggedUSD,crypto-backed,1.2023362882994768,103434380.98805763,13,Avalanche;Ethereum;Linea;Plasma;Berachain;BSC;Monad;Katana;MegaETH;Sei;Base;Arbitrum;Movement
frxusd-frax,FRXUSD,Frax USD,peggedUSD,fiat-backed,0.999993581098448,100041555.18117774,32,Ethereum;Fraxtal;Stable;Sonic;Polygon;Solana;Base;OP Mainnet;Hyperliquid L1;BSC;Sei;Avalanche;Katana;Linea;Arbitrum;Unichain;Ink;X Layer;Scroll;Plume Mainnet;Tempo;Berachain;Movement;Abstract;Mode;Blast;ZKsync Era;Monad;Aptos;World Chain;Polygon zkEVM;Aurora
398,USDV,Valtorum USD,peggedUSD,fiat-backed,,99462296.54051907,6,XRPL;BSC;Base;Polygon;Stellar;Tron
315,USPD,US Permissionless Dollar,peggedUSD,crypto-backed,,98934783.08929051,6,Ethereum;Base;BSC;OP Mainnet;Polygon;Arbitrum
acred-apollo-securitize,ACRED,Apollo Diversified Credit Securitize Fund,peggedUSD,rwa-backed,1111.4966511010282,95533076.14459416,6,Aptos;Avalanche;Ethereum;Ink;Polygon;Solana
cusd-cap,CUSD,Cap cUSD,peggedUSD,crypto-backed,0.99999876,89719872.6533377,3,Ethereum;Tempo;MegaETH
ggbr-goldfish-gold,GGBR,Goldfish Gold,peggedGOLD,rwa-backed,4.362267476217275,87927798.4071367,1,Ethereum
stcusd-cap,stcUSD,Staked Cap USD,peggedUSD,rwa-backed,1.0808557947483983,85795907.22910349,1,Ethereum
pgold-pleasing,PGOLD,Pleasing Gold,peggedGOLD,rwa-backed,4378.124942,85395326.99371003,4,Arbitrum;ApeChain;Ethereum;Pharos Network
wm-m0,wM,Wrapped M,peggedUSD,rwa-backed,0.9996325115824899,83374908.01427934,5,Ethereum;Arbitrum;Plume;Base;Solana
fxusd-f-x-protocol,fxUSD,fxUSD,peggedUSD,crypto-backed,1.0000061150000001,83359615.00752738,2,Ethereum;Base
wsrusd-reservoir,wsrUSD,Wrapped Savings rUSD,peggedUSD,rwa-backed,1.0986850972039963,83338821.57253127,21,Ethereum;Base;Berachain;Sonic;Arbitrum;BSC;Avalanche;Unichain;Plume;Sei;World Chain;Katana;HyperEVM;Linea;Monad;Solana;Pharos Network;Plasma;MegaETH;Tempo;XDC Network
usd3-3jane,USD3,3Jane USD3,peggedUSD,rwa-backed,1.182778337069326,80059326.73622525,1,Ethereum
susd1plus-lorenzo,sUSD1+,staked USD1+,peggedUSD,rwa-backed,1.031999624399247,79993944.48128468,1,BSC
439,USDB,USDBridge,peggedUSD,fiat-backed,,78056050.21,1,Tempo
usda-alpha-partner,USDA,AP USDA,peggedUSD,fiat-backed,0.8968053243261416,77907891.5595155,1,BSC
fxsave-f-x-protocol,fxSAVE,f(x) USD Saving,peggedUSD,crypto-backed,1.1184324860485342,76563716.22698137,1,Ethereum
cgusd-cygnus-finance,cgUSD,Cygnus Finance Global USD,peggedUSD,fiat-backed,0.9957915339140697,75878952.55917527,1,Base
feusd-felix,FEUSD,Felix feUSD,peggedUSD,crypto-backed,0.9989711883420073,74927214.62148108,2,Hyperliquid L1;HyperEVM
usdsui-sui,USDSUI,Sui Dollar,peggedUSD,fiat-backed,1.0014718689800253,74618988.85727745,1,Sui
mtbill-midas,mTBILL,Midas mTBILL,peggedUSD,rwa-backed,1.07251157,74207603.24003899,5,Ethereum;Base;Rootstock;Plume;Etherlink
lisusd-lista,LISUSD,Lista USD,peggedUSD,crypto-backed,0.9982828566367111,74121433.29478645,1,BSC
usdat-saturn,USDAT,Saturn Dollar,peggedUSD,crypto-backed,0.999829,72620495.46018808,2,Ethereum;Monad
xaum-matrixdock,XAUm,Matrixdock Gold,peggedGOLD,rwa-backed,4359.627230471588,72034292.58564366,7,Ethereum;BSC;Sui;Plume;Solana;Stellar;HyperEVM
brlv-crown,BRLV,Crown BRLV,peggedREAL,rwa-backed,0.1937058831225372,71819114.97905469,2,Base;Ethereum
usdon-ondo,USDon,Ondo U.S. Dollar Token,peggedUSD,fiat-backed,1,71225109.22286704,2,BSC;Ethereum
susd-synthetix,SUSD,sUSD,peggedUSD,crypto-backed,,69836695.22363867,5,Ethereum;OP Mainnet;Arbitrum;Fantom;Ontology
steakusdt-steakhouse,steakUSDT,Steakhouse USDT V2,peggedUSD,crypto-backed,1.02563437482,67892918.91909048,1,Ethereum
trusd-tori,trUSD,Tori trUSD,peggedUSD,crypto-backed,0.9993649116328724,67886598.84545663,2,Ethereum;Monad
mglobal-midas-fasanara,mGLOBAL,Midas Fasanara Global,peggedUSD,rwa-backed,1.01664609,67337940.89052518,1,Ethereum
mf-one-midas,mF-ONE,Midas mF-ONE,peggedUSD,rwa-backed,1.123686664119218,65435480.86841172,1,Ethereum
97,USP,USP Stablecoin,peggedUSD,crypto-backed,0.9997109588333946,65418974.51253648,1,Avalanche
vbill-vaneck,VBILL,VanEck Treasury Fund,peggedUSD,rwa-backed,1,58525704.30965499,4,Avalanche;BSC;Ethereum;Solana
yzusd-yuzu,YZUSD,Yuzu USD,peggedUSD,crypto-backed,0.9995913535012302,56176099.370767966,2,Plasma;Monad
dusd-standx,DUSD,StandX DUSD,peggedUSD,crypto-backed,0.9964485881184996,54940265.0450532,2,BSC;Solana
442,USDx,Axis USD,peggedUSD,crypto-backed,0.9993099696475635,54617464.83210254,1,Ethereum
284,MNEE,MNEE USD,peggedUSD,fiat-backed,,54101462.2623,1,Ethereum
syzusd-yuzu,syzUSD,Staked Yuzu USD,peggedUSD,crypto-backed,1.0491826599520775,53810549.69835118,7,Plasma;Ethereum;Monad;HyperEVM;Sei;Pharos Network;Berachain
brz-transfero,BRZ,Brazilian Digital,peggedREAL,rwa-backed,0.19352211057147997,52878977.29142039,14,Ethereum;Polygon;BSC;Gnosis;Base;Optimism;Arbitrum;Avalanche;Solana;Celo;Moonbeam;Algorand;Stellar;Chiliz Chain
chfau-allunity,CHFAU,AllUnity CHF,peggedCHF,rwa-backed,1.2111669593653485,52276290.0600432,5,Ethereum;Polygon;Base;Tempo;Solana
pathusd-bridge,pathUSD,PathUSD,peggedUSD,fiat-backed,1.002617509271646,50651120.882777,1,Tempo
fidd-fidelity,FIDD,Fidelity Digital Dollar,peggedUSD,fiat-backed,0.999793,50220387.177535035,1,Ethereum
usdkg-gold-dollar,USDKG,USDKG,peggedUSD,fiat-backed,0.999850751099501,50002196.32459234,2,Tron;Ethereum
ausdt-tether-alloy,aUSD₮,Alloy Tether,peggedUSD,rwa-backed,0.9996619573423076,49983100.914486274,1,Ethereum
iusd-infinifi,IUSD,infiniFi USD,peggedUSD,crypto-backed,1,49020434.267757416,2,Ethereum;Tempo
gbpsafo-spiko,GBPSAFO,Spiko Amundi Overnight Swap Fund (GBP),peggedGBP,rwa-backed,1.3677672008675743,47773741.51347675,7,Arbitrum;Polygon;Base;Etherlink;Ethereum;Stellar;Starknet
xdai-gnosis,xDAI,xDAI,peggedUSD,crypto-backed,0.9998517122548,47754556.700804554,1,Gnosis
reusd-resupply,REUSD,Resupply USD,peggedUSD,crypto-backed,0.9896490858011066,47159276.03184537,1,Ethereum
jupusd-jupiter,JUPUSD,JupUSD,peggedUSD,crypto-backed,0.999324789170876,46649118.7178472,1,Solana
pmusd-precious-metals,pmUSD,pmUSD,peggedUSD,crypto-backed,0.487571,45805551.46319819,1,Ethereum
msusd-metronome,MSUSD,Metronome Synth USD,peggedUSD,crypto-backed,0.883371,45532980.44248395,4,Ethereum;Base;OP Mainnet;Plasma
nusd-neutrl,NUSD,Neutrl USD,peggedUSD,crypto-backed,0.9965090144082052,44219817.08194009,1,Ethereum
zchf-frankencoin,ZCHF,Frankencoin,peggedCHF,crypto-backed,1.2142037866188995,42927205.00624991,8,Ethereum;Gnosis;Base;OP Mainnet;Polygon;Arbitrum;Avalanche;Sonic
usdu-unitas,USDU,Unitas,peggedUSD,crypto-backed,0.999449774744167,42824168.918625034,2,BSC;Solana
xusd-straitsx,XUSD,StraitsX XUSD,peggedUSD,fiat-backed,1.0000496132659762,41135852.67848235,2,BSC;Ethereum
msusd-main-street,MSUSD,Main Street USD,peggedUSD,crypto-backed,0.5294511934864294,39873846.891463995,2,Ethereum;Sonic
gusd-gemini,GUSD,Gemini Dollar,peggedUSD,fiat-backed,1.0101010101010102,39067389.13417479,2,Ethereum;Wanchain
euri-banking-circle,EURI,Eurite,peggedEUR,fiat-backed,1.1494263077732332,38082403.87241239,2,Ethereum;BSC
usn-noon,USN,Noon USN,peggedUSD,crypto-backed,0.999261819906482,37587033.765409544,3,Ethereum;ZKsync Era;Sophon
thbill-theo,thBILL,Theo thBILL,peggedUSD,rwa-backed,1.0158900641176225,36896094.57003412,5,Ethereum;Arbitrum;Base;HyperEVM;Stable
susn-noon,sUSN,Staked USN,peggedUSD,rwa-backed,1.2225198454038209,36607383.594705015,4,Ethereum;zkSync;Sophon;Starknet
uusd-anything-labs,UUSD,Unity USD,peggedUSD,crypto-backed,1.0007223939481595,36376115.41678074,1,BSC
bold-liquity,BOLD,Liquity BOLD,peggedUSD,crypto-backed,0.995901,36261708.09590556,7,Ethereum;OP Mainnet;Base;Arbitrum;Avalanche;Hyperliquid L1;Scroll
yusd-aegis,YUSD,Aegis YUSD,peggedUSD,fiat-backed,0.9995496779598296,34845094.790409364,2,Ethereum;BSC
brla-brla-digital,BRLA,BRLA Digital,peggedREAL,fiat-backed,0.19348002568630082,34749384.568140335,4,Celo;Polygon;Gnosis;Moonbeam
4,BUSD,Binance USD,peggedUSD,fiat-backed,0.9987414883098368,34372583.22282259,33,Ethereum;IoTeX;Avalanche;Solana;Osmosis;EthereumClassic;Near;ZKsync Era;Metis;Moonriver;Kaia;ThunderCore;Harmony;Meter;BSC;Astar;Shiden;Oasis Emerald;Fantom;OKTChain;Evmos;Milkomeda C1;Terra Classic;KCC;Rootstock;Moonbeam;Elastos;Boba;Aurora;Theta;Syscoin;Polygon;Loopring
