# Pharos pharos.watch | Endpoint: depeg-history | As of: 2026-09-16T08:01:38.000Z | URL: https://pharos.watch/datasets/depeg-history/latest.csv | Methodology: depeg-dews v6.22 | Freshness: point-in-time sample; not guaranteed to track production freshness
id,stablecoinId,symbol,direction,peakDeviationBps,startedAtISO,endedAtISO,durationSec,startPrice,peakPrice,recoveryPrice,pegReference,source
90757,a7a5-old-vector,A7A5,below,-281,2026-08-05T07:16:49.000Z,2026-08-05T09:32:13.000Z,8124,0.012062870101602802,0.012062870101602802,,0.012411,live
90758,xaum-matrixdock,XAUm,below,-1195,2026-08-05T06:03:24.000Z,2026-08-08T16:02:25.000Z,295141,4051.45195312155,3657.5633454915783,4327.694906,4154.133398405058,live
90756,axcnh-anchorx,AxCNH,below,-5286,2026-08-04T04:02:46.000Z,2026-08-04T10:03:03.000Z,21617,0.4717357463072739,0.4713704994442221,0.9974643982997571,1,live
90766,zarp-zarp,ZARP,below,-244,2026-08-03T02:46:54.000Z,2026-08-09T23:01:21.000Z,591267,0.059765414890627956,0.06049465891,,0.06067596,live
90754,eurs-stasis,EURS,above,839,2026-08-01T14:16:42.000Z,2026-08-25T11:31:46.000Z,2063704,1.2034563055517056,1.254049,,1.15306,live
90752,eurq-quantoz,EURQ,below,-1404,2026-07-30T07:17:10.000Z,2026-08-05T22:31:46.000Z,573276,1.1253901728661178,0.9846114544682607,,1.14548,live
90751,krwq-iq,KRWQ,below,-194,2026-07-29T18:46:36.000Z,2026-07-30T00:46:53.000Z,21617,0.984506058305701,0.9806288689408017,,1,live
90750,gusd-gemini,GUSD,above,244,2026-07-29T00:31:50.000Z,2026-07-29T22:32:00.000Z,79210,1.011323882664112,1.0242628596,0.9990195520746963,0.9999024051225875,live
90748,mai-qidao,MAI,below,-1917,2026-07-27T22:16:33.000Z,,,0.9636896500404185,0.8082,,0.9999048894606034,live
90746,idrt-rupiah-token,IDRT,above,159,2026-07-27T05:31:47.000Z,2026-08-08T14:47:19.000Z,1070132,1.0150023420377388,1.0159073971847739,0.9935198112675404,1,live
90753,axcnh-anchorx,AxCNH,below,-222,2026-07-26T13:17:32.000Z,2026-08-03T07:32:42.000Z,670510,0.14486962330853748,0.14491041422721973,,0.147497,live
90743,ceur-celo,EURm,below,-541,2026-07-25T07:17:42.000Z,2026-07-26T05:33:43.000Z,80161,1.1020987039738963,1.07614165624755,,1.13764996,live
90742,pht-pht,PHT,below,-162,2026-07-25T01:18:23.000Z,2026-07-31T11:32:42.000Z,555259,0.9847731350222562,0.983836267190058,0.9933650177739344,1,live
90741,frax-frax,FRAX,below,-120,2026-07-23T12:33:48.000Z,,,0.9898206138036054,0.987898062125664,,0.9998996989474994,live
90740,msusd-metronome,MSUSD,below,-5561,2026-07-23T11:05:00.000Z,,,0.9898321945230389,0.4438739984397258,,0.999933875148491,live
90739,avusd-avant,avUSD,above,535,2026-07-21T20:48:14.000Z,2026-07-21T22:18:11.000Z,5397,1.0112203738769583,1.05342510655303,0.9993299999999999,0.9999111012709666,live
90723,xaum-matrixdock,XAUm,below,-1595,2026-07-20T01:18:54.000Z,2026-07-20T17:34:17.000Z,58523,3370.0881272859483,3370.0881272859483,4004.7438188193923,4000.81414426,live
90717,zarp-zarp,ZARP,below,-304,2026-07-19T07:33:21.000Z,2026-07-19T19:18:53.000Z,42332,0.05946279250599999,0.06049465891,0.060987,0.06239101,live
90630,meusd-mezo,MUSD,below,-101,2026-07-17T14:33:27.000Z,2026-07-17T15:33:36.000Z,3609,0.989756,0.989756,0.9905354926784351,0.9998940000000001,live
90605,usdx-kava,USDX,below,-3400,2026-07-16T09:04:30.000Z,,,0.66,0.66,,0.999880800908454,live
90592,brla-brla-digital,BRLA,above,160,2026-07-15T15:18:47.000Z,2026-07-15T15:34:17.000Z,930,1.016,1.016,1.011,1,live
90613,ceur-celo,EURm,above,7200,2026-07-15T03:47:52.000Z,2026-07-17T04:02:42.000Z,173690,1.65,1.72,1.001,1,live
90570,idrx-idrx,IDRX,above,150,2026-07-14T23:03:17.000Z,2026-07-14T23:17:53.000Z,876,1.015,1.015,1.011,1,live
90626,brla-brla-digital,BRLA,below,-152,2026-07-14T14:03:44.000Z,2026-07-17T11:18:01.000Z,249257,0.984703,0.984816,0.987342,1,live
90558,zarp-zarp,ZARP,above,150,2026-07-14T05:18:47.000Z,2026-07-14T08:03:06.000Z,9859,1.017,1.015,1.006,1,live
90552,xaum-matrixdock,XAUm,above,1796,2026-07-13T17:04:09.000Z,2026-07-13T18:04:17.000Z,3608,4059.59713050805,4723.8780504387,3955.704229224658,4004.4884974999995,live
90615,vnxau-vnx,VNXAU,above,185,2026-07-13T15:34:24.000Z,2026-07-17T06:32:38.000Z,313094,131.0143634398853,130.430113,130.430113,128.9592219799196,live
90635,krwq-iq,KRWQ,above,150,2026-07-13T10:32:56.000Z,2026-07-17T18:03:58.000Z,372662,1.015,1.015,1.014,1,live
90540,tryb-bilira,TRYB,below,-1753,2026-07-13T01:32:54.000Z,2026-07-20T09:34:35.000Z,633701,0.984122,0.824746,1.004,1,live
90728,eurs-stasis,EURS,above,713,2026-07-12T19:04:40.000Z,2026-07-31T22:01:58.000Z,1652238,1.2182894577013437,1.0712653694005383,1.0035364866701624,1.1405732849999999,live
90568,brz-transfero,BRZ,below,-169,2026-07-12T12:35:03.000Z,2026-07-14T20:18:43.000Z,200620,0.98505,0.983094,0.990863,1,live
90736,eurq-quantoz,EURQ,below,-153,2026-07-11T19:35:08.000Z,2026-07-20T08:19:01.000Z,737033,0.983317,0.984663,0.985073,1,live
90561,idrt-rupiah-token,IDRT,below,-150,2026-07-11T15:19:00.000Z,2026-07-14T13:03:00.000Z,251040,0.983917,0.985025,0.985894,1,live
90522,audm-macropod,AUDM,below,-190,2026-07-11T07:33:23.000Z,2026-07-11T07:48:10.000Z,887,0.980994,0.980994,0.6935348854135569,1,live
90520,kau-kinesis,KAU,above,262,2026-07-11T03:48:28.000Z,2026-07-11T16:19:04.000Z,45036,135.47234771736174,135.47234771736174,132.06215772756866,132.03140883693064,live
90523,audd-novatti,AUDD,below,-183,2026-07-10T09:50:11.000Z,2026-07-11T09:33:10.000Z,85379,0.982307,0.98166,0.991784,1,live
90738,cngn-compliant-naira,cNGN,below,-432,2026-07-10T02:34:56.000Z,,,0.985035,0.9567802279842763,,1,live
90509,brla-brla-digital,BRLA,below,-150,2026-07-09T12:34:29.000Z,2026-07-09T12:49:24.000Z,895,0.984969,0.984969,,1,live
90504,tgbp-tokenised,tGBP,below,-162,2026-07-09T09:49:32.000Z,2026-07-09T10:19:33.000Z,1801,1.3380164781380217,1.3380164781380217,,1.3589259393872741,live
90505,jpyc-jpyc,JPYC,above,381,2026-07-09T09:49:32.000Z,2026-07-09T11:19:15.000Z,5383,0.0063887710225,0.0063887710225,,0.006154,live
90550,axcnh-anchorx,AxCNH,below,-250,2026-07-09T06:04:21.000Z,2026-07-14T01:33:35.000Z,415754,0.981331,0.975028,0.987756,1,live
90623,pht-pht,PHT,below,-154,2026-07-09T05:49:28.000Z,2026-07-17T08:33:45.000Z,701057,0.984483,0.984637,0.985175,1,live
90510,aeur-anchored-coins,AEUR,below,-161,2026-07-09T05:04:35.000Z,2026-07-09T16:50:24.000Z,42349,0.984959,0.983897,1.1291418160354394,1,live
90499,reusd-resupply,REUSD,below,-179,2026-07-08T19:05:08.000Z,2026-07-08T19:35:14.000Z,1806,0.9819209986,0.9819209986,0.9979154121992493,0.999809,live
90483,nxusd-nereus,NXUSD,below,-376,2026-07-07T15:19:58.000Z,2026-07-12T09:49:23.000Z,412165,0.987975,0.962277027,1.0019815248776731,0.99984447,live
90497,brla-brla-digital,BRLA,below,-202,2026-07-07T05:01:56.000Z,2026-07-07T13:01:28.000Z,28772,0.9839350194518225,0.9798194805925432,0.9863667770633158,1,backfill
90484,frax-frax,FRAX,below,-111,2026-07-07T04:04:46.000Z,2026-07-08T20:19:55.000Z,144909,0.9898912387953835,0.988727831564737,0.9901954150000001,0.9999573359596607,live
90453,usda-alpha-partner,USDA,below,-503,2026-07-06T00:19:23.000Z,,,0.980372,0.949453,,0.9997486952703307,live
90447,ceur-celo,EURm,below,-754,2026-07-05T10:34:21.000Z,2026-07-12T10:04:50.000Z,603029,1.12255473269254,1.0568165507,1.14034141445,1.1430595890720232,live
90436,idrt-rupiah-token,IDRT,below,-7770,2026-07-04T02:34:56.000Z,2026-07-04T20:50:04.000Z,65708,0.000012486893365981024,0.000012486893365981024,0.000055014994829994,0.000056,live
90496,brla-brla-digital,BRLA,below,-242,2026-07-03T09:00:42.000Z,2026-07-06T20:00:59.000Z,298817,0.9847033301601832,0.9758197111297057,0.9855927227673407,1,backfill
90410,lusd-liquity,LUSD,above,100,2026-07-02T05:33:54.000Z,2026-07-02T06:18:47.000Z,2693,1.0096702857093371,1.0096702857093371,1.0092109177692081,0.99968,live
90387,frax-frax,FRAX,below,-101,2026-06-30T23:19:46.000Z,2026-06-30T23:49:46.000Z,1800,0.98954948,0.98954948,0.9898446629310724,0.999634074389586,live
90374,euri-banking-circle,EURI,below,-215,2026-06-29T19:35:24.000Z,2026-06-30T01:18:57.000Z,20613,1.1211537289415492,0.978513,,1.14205113849738,live
90438,kag-kinesis,KAG,below,-1190,2026-06-29T13:20:40.000Z,2026-07-07T04:20:10.000Z,658770,57.32979043836227,55.08,61.52795347264379,58.797001,live
90508,zarp-zarp,ZARP,below,-159,2026-06-29T06:34:26.000Z,2026-07-09T13:19:33.000Z,888307,0.05968850986,0.984131,0.060696980035,0.06091353,live
90404,lusd-liquity,LUSD,above,100,2026-06-29T03:04:48.000Z,2026-07-01T23:18:51.000Z,245643,1.0096029634460648,1.0096705168234137,1.0085284741080422,0.99960819973473,live
90494,brla-brla-digital,BRLA,below,-230,2026-06-29T00:00:26.000Z,2026-07-01T13:00:49.000Z,219623,0.9841684942337673,0.976950340647912,0.9883418690477467,1,backfill
90353,meusd-mezo,MUSD,below,-134,2026-06-27T13:49:01.000Z,2026-06-27T23:50:30.000Z,36089,0.9864642213695368,0.9864642213695368,0.998356,0.9998325624894308,live
90346,zarp-zarp,ZARP,above,345,2026-06-26T21:34:46.000Z,2026-06-29T01:19:33.000Z,186287,0.0626607634,0.06091272388,,0.05888288,live
90335,rusd-royal-dollar,RUSD,below,-8997,2026-06-26T06:03:46.000Z,2026-06-27T13:49:01.000Z,114315,0.10022287716815953,0.10022287716815953,0.999500565273097,0.9996582169594107,live
90350,europ-schuman,EUROP,above,366,2026-06-26T04:03:44.000Z,2026-06-27T12:48:57.000Z,117913,1.16,1.1811148335,1.1399592557871645,1.14,live
90338,kag-kinesis,KAG,below,-286,2026-06-25T20:50:40.000Z,2026-06-26T09:18:32.000Z,44872,54.37,56.37672163045792,57.812433891996406,57.720001,live
90336,euri-banking-circle,EURI,below,-183,2026-06-25T16:20:36.000Z,2026-06-26T15:21:10.000Z,82834,1.12,1.1191577508594037,1.1399047869611962,1.14,live
90341,reusd-resupply,REUSD,below,-4451,2026-06-24T22:35:40.000Z,2026-06-26T17:20:14.000Z,153874,0.5844849185,0.5547982146,0.9985557029692533,0.9997702616894499,live
90324,mai-qidao,MAI,below,-1917,2026-06-24T15:05:33.000Z,2026-06-26T09:18:32.000Z,151979,0.989719,0.808199888284351,0.9899210946216522,0.9998232800881,live
90308,tryb-bilira,TRYB,below,-9829,2026-06-23T19:20:32.000Z,2026-06-23T20:50:29.000Z,5397,0.0003680769009788168,0.0003680769009788168,,0.021515,live
90300,rusd-royal-dollar,RUSD,below,-7001,2026-06-22T20:19:34.000Z,2026-06-23T14:34:38.000Z,65704,0.29982,0.29982,0.9999,0.9997523233422722,live
90309,reur-royal-euro,REUR,below,-6933,2026-06-22T16:19:57.000Z,2026-06-27T13:49:01.000Z,422944,0.3496675,0.3496675,1.139466134267387,1.140633155,live
90498,gyen-gyen,GYEN,below,-6439,2026-06-21T18:49:31.000Z,,,0.00280795,0.002190652020472323,,0.00619176509328,live
90289,usx-dforce,USX,below,-5783,2026-06-21T11:18:57.000Z,,,0.4216210325301998,0.4216210325301998,,0.9997898475275111,live
90286,msusd-main-street,MSUSD,below,-8204,2026-06-21T10:49:01.000Z,,,0.37751964829999995,0.179528,,0.999811764879078,live
90301,usdr-stablr,USDR,below,-7492,2026-06-21T10:49:01.000Z,2026-06-23T18:35:33.000Z,200792,0.01659154773951701,0.2507078187698424,,0.999811764879078,live
90271,kag-kinesis,KAG,below,-448,2026-06-20T02:04:05.000Z,2026-06-22T20:19:34.000Z,238529,63.780432211363376,62.053683132772235,65.8918594800463,64.960999,live
90253,eurs-stasis,EURS,above,1424,2026-06-19T09:04:47.000Z,2026-07-12T11:48:45.000Z,1997038,1.21,1.3044577229452634,1.152441972874269,1.15,live
90280,reusd-resupply,REUSD,below,-108,2026-06-18T03:34:13.000Z,2026-06-21T02:49:15.000Z,256502,0.987167,0.989034,0.9950807518330325,0.9997491943805963,live
